vp,bl,tr,prime_type,resp,respac,rt,TrialNr
2,64,1,0,1,1,583,1365
2,64,2,0,2,1,377,1366
2,64,3,0,2,1,371,1367
2,64,4,0,2,1,351,1368
2,64,5,0,1,1,332,1369
2,64,6,0,1,1,361,1370
2,64,7,0,2,1,334,1371
2,64,8,0,1,1,367,1372
2,64,9,0,1,1,345,1373
2,64,10,0,2,1,319,1374
2,64,11,0,1,1,347,1375
2,64,12,0,2,1,345,1376
2,64,13,0,2,1,390,1377
2,64,14,0,2,1,332,1378
2,64,15,0,1,1,472,1379
2,64,16,0,1,1,390,1380
2,64,17,0,2,1,356,1381
2,64,18,0,1,1,352,1382
2,64,19,0,2,1,342,1383
2,64,20,0,2,1,339,1384
2,64,21,0,1,1,411,1385
2,64,22,0,1,1,414,1386
2,65,5,2,1,1,536,1391
2,65,9,1,1,1,422,1395
2,65,10,2,2,1,387,1396
2,65,21,1,2,1,380,1407
2,66,5,2,1,1,458,1413
2,66,8,1,2,1,402,1416
2,66,10,2,2,1,388,1418
2,66,19,1,1,1,386,1427
2,67,1,1,1,1,372,1431
2,67,2,2,2,1,412,1432
2,67,9,2,1,1,465,1439
2,67,16,1,2,1,321,1446
2,68,1,2,2,1,380,1453
2,68,4,2,1,1,427,1456
2,68,9,1,1,1,479,1461
2,68,14,1,2,1,354,1466
2,69,1,1,2,1,269,1475
2,69,12,2,1,1,394,1486
2,69,14,2,2,1,363,1488
2,69,20,1,1,1,394,1494
2,70,6,1,1,1,394,1502
2,70,8,1,2,1,225,1504
2,70,9,2,2,0,218,1505
2,70,16,2,2,1,380,1512
2,71,1,0,2,1,476,1519
2,71,2,0,1,1,433,1520
2,71,3,0,1,1,399,1521
2,71,4,0,2,1,356,1522
2,71,5,0,2,1,393,1523
2,71,6,0,2,1,359,1524
2,71,7,0,1,1,534,1525
2,71,8,0,2,1,356,1526
2,71,9,0,2,1,398,1527
2,71,10,0,2,1,381,1528
2,71,11,0,1,1,369,1529
2,71,12,0,1,1,377,1530
2,71,13,0,2,1,387,1531
2,71,14,0,1,1,369,1532
2,71,15,0,1,1,438,1533
2,71,16,0,2,1,395,1534
2,71,17,0,1,1,385,1535
2,71,18,0,1,1,370,1536
2,71,19,0,1,1,347,1537
2,71,20,0,2,1,400,1538
2,71,21,0,2,1,367,1539
2,71,22,0,1,1,514,1540
3,2,9,2,2,1,463,9
3,2,10,1,2,1,428,10
3,2,11,2,1,1,466,11
3,2,18,1,1,1,559,18
3,3,2,1,2,1,239,24
3,3,7,1,1,1,449,29
3,3,13,2,1,1,601,35
3,3,20,2,2,1,374,42
3,4,5,2,1,1,594,49
3,4,11,1,1,1,290,55
3,4,14,2,2,1,614,58
3,4,22,1,2,1,181,66
3,5,1,1,2,1,194,67
3,5,6,2,1,1,414,72
3,5,12,1,1,1,200,78
3,5,22,2,2,1,449,88
3,6,10,2,1,1,648,98
3,6,16,1,1,1,603,104
3,6,18,1,2,1,296,106
3,6,19,2,2,1,625,107
3,7,5,1,2,1,505,115
3,7,7,2,1,1,435,117
3,7,12,2,1,0,233,122
3,7,21,1,1,1,455,131
3,8,1,0,2,1,453,133
3,8,2,0,1,1,402,134
3,8,3,0,1,1,399,135
3,8,4,0,2,1,309,136
3,8,5,0,2,1,410,137
3,8,6,0,2,1,319,138
3,8,7,0,1,1,311,139
3,8,8,0,2,1,242,140
3,8,9,0,2,1,367,141
3,8,10,0,2,1,332,142
3,8,11,0,1,1,418,143
3,8,12,0,1,1,410,144
3,8,13,0,2,1,268,145
3,8,14,0,1,1,221,146
3,8,15,0,1,1,438,147
3,8,16,0,2,1,292,148
3,8,17,0,1,1,265,149
3,8,18,0,1,1,382,150
3,8,19,0,1,1,428,151
3,8,20,0,2,1,340,152
3,8,21,0,1,0,263,153
3,8,22,0,1,1,330,154
3,9,5,1,2,1,277,159
3,9,7,2,1,1,673,161
3,9,12,2,2,1,443,166
3,9,21,1,1,1,467,175
3,10,6,2,2,1,533,182
3,10,16,1,2,1,190,192
3,11,2,2,1,0,193,200
3,11,4,2,2,0,180,202
3,11,9,1,2,1,274,207
3,11,21,1,1,1,341,219
3,12,2,2,2,0,132,222
3,12,7,1,2,1,312,227
3,12,12,2,2,1,412,232
3,12,15,1,1,1,348,235
3,13,2,2,2,0,223,244
3,13,4,1,1,1,277,246
3,13,10,2,2,1,573,252
3,13,20,1,2,1,293,262
3,14,7,2,2,0,219,271
3,14,11,1,1,1,369,275
3,14,18,2,2,1,527,282
3,14,19,1,2,1,345,283
3,15,1,0,1,1,494,287
3,15,2,0,2,1,459,288
3,15,3,0,1,1,288,289
3,15,4,0,1,1,488,290
3,15,5,0,2,1,399,291
3,15,6,0,1,1,264,292
3,15,7,0,2,0,280,293
3,15,8,0,2,1,437,294
3,15,9,0,2,1,558,295
3,15,10,0,2,1,387,296
3,15,11,0,2,1,441,297
3,15,12,0,1,1,465,298
3,15,13,0,1,1,459,299
3,15,14,0,1,1,400,300
3,15,15,0,1,1,385,301
3,15,16,0,2,1,387,302
3,15,17,0,2,1,448,303
3,15,18,0,2,1,629,304
3,15,19,0,1,1,299,305
3,15,20,0,2,1,288,306
3,15,21,0,2,1,337,307
3,15,22,0,1,1,370,308
3,16,8,2,2,1,399,316
3,16,9,1,1,1,316,317
3,16,14,2,1,1,495,322
3,16,17,1,2,1,238,325
3,17,2,1,1,1,197,332
3,17,6,2,2,1,434,336
3,17,9,1,2,1,346,339
3,17,14,2,2,0,293,344
3,18,4,2,1,1,480,356
3,18,6,1,2,1,224,358
3,18,7,1,1,1,278,359
3,18,21,2,2,1,468,373
3,19,7,2,1,1,413,381
3,19,10,1,2,1,349,384
3,19,11,2,2,1,494,385
3,19,21,1,1,1,279,395
3,20,4,1,2,1,324,400
3,20,8,2,1,0,325,404
3,20,12,1,1,1,583,408
3,20,13,2,1,1,605,409
3,21,1,1,1,1,465,419
3,21,13,2,2,1,395,431
3,21,20,1,2,1,209,438
3,21,22,2,1,1,627,440
3,22,1,0,1,1,426,441
3,22,2,0,2,1,352,442
3,22,3,0,1,1,311,443
3,22,4,0,2,1,322,444
3,22,5,0,1,1,295,445
3,22,6,0,2,1,328,446
3,22,7,0,1,1,330,447
3,22,8,0,1,1,411,448
3,22,9,0,1,1,348,449
3,22,10,0,1,1,293,450
3,22,11,0,1,1,319,451
3,22,12,0,2,1,528,452
3,22,13,0,2,1,462,453
3,22,14,0,2,1,359,454
3,22,15,0,2,1,364,455
3,22,16,0,2,1,369,456
3,22,17,0,1,1,423,457
3,22,18,0,2,1,408,458
3,22,19,0,1,1,386,459
3,22,20,0,1,1,374,460
3,22,21,0,2,1,348,461
3,22,22,0,2,1,353,462
3,23,5,1,2,1,224,467
3,23,8,2,1,1,504,470
3,23,18,1,1,1,328,480
3,23,21,2,2,1,492,483
3,24,1,1,2,1,221,485
3,24,2,2,1,1,434,486
3,24,13,1,1,1,349,497
3,24,21,2,2,1,418,505
3,25,2,1,1,1,312,508
3,25,8,1,2,1,264,514
3,25,15,2,1,0,290,521
3,25,16,2,1,1,657,522
3,26,2,1,1,1,446,530
3,26,6,1,2,1,359,534
3,26,7,2,2,0,204,535
3,26,11,2,1,0,168,539
3,27,6,2,2,1,474,556
3,27,9,1,2,1,346,559
3,27,11,2,1,1,500,561
3,27,13,1,1,1,423,563
3,28,1,1,2,1,382,573
3,28,4,2,2,1,577,576
3,28,5,1,1,1,337,577
3,28,10,2,1,1,484,582
3,29,1,0,2,1,395,595
3,29,2,0,1,1,405,596
3,29,3,0,1,1,478,597
3,29,4,0,1,1,395,598
3,29,5,0,2,1,378,599
3,29,6,0,1,1,458,600
3,29,7,0,2,1,339,601
3,29,8,0,1,1,428,602
3,29,9,0,2,1,394,603
3,29,10,0,2,1,404,604
3,29,11,0,2,1,369,605
3,29,12,0,1,1,370,606
3,29,13,0,2,1,367,607
3,29,14,0,1,1,336,608
3,29,15,0,1,1,386,609
3,29,16,0,2,1,375,610
3,29,17,0,1,1,404,611
3,29,18,0,2,1,354,612
3,29,19,0,2,1,438,613
3,29,20,0,1,1,420,614
3,29,21,0,1,1,490,615
3,29,22,0,2,1,735,616
3,30,5,1,2,1,268,621
3,30,8,2,2,0,251,624
3,30,13,1,1,1,331,629
3,30,14,2,2,1,537,630
3,31,12,1,1,1,368,650
3,31,14,2,1,1,547,652
3,31,15,2,1,0,237,653
3,31,16,1,2,1,384,654
3,32,11,2,2,0,217,671
3,32,16,1,2,1,285,676
3,32,17,2,1,0,167,677
3,32,22,1,1,1,226,682
3,33,2,2,1,0,198,684
3,33,4,2,1,1,423,686
3,33,12,1,2,1,341,694
3,33,19,1,1,1,307,701
3,34,4,1,1,1,275,708
3,34,12,2,1,0,280,716
3,34,13,1,2,1,213,717
3,35,6,2,1,0,263,732
3,35,7,1,2,1,232,733
3,35,8,1,1,1,117,734
3,35,22,2,1,1,447,748
3,36,1,0,2,1,423,749
3,36,2,0,2,1,303,750
3,36,3,0,2,1,313,751
3,36,4,0,1,1,385,752
3,36,5,0,2,1,327,753
3,36,6,0,1,1,329,754
3,36,7,0,1,1,353,755
3,36,8,0,1,1,348,756
3,36,9,0,2,1,356,757
3,36,10,0,1,1,345,758
3,36,11,0,2,1,347,759
3,36,12,0,2,1,340,760
3,36,13,0,2,1,345,761
3,36,14,0,1,1,458,762
3,36,15,0,1,1,475,763
3,36,16,0,1,1,383,764
3,36,17,0,1,1,326,765
3,36,18,0,2,1,452,766
3,36,19,0,2,1,470,767
3,36,20,0,1,1,430,768
3,36,21,0,2,1,372,769
3,36,22,0,1,1,326,770
3,37,4,1,2,1,186,774
3,37,6,1,1,1,172,776
3,37,8,2,1,0,159,778
3,37,19,2,2,0,266,789
3,38,1,2,1,1,495,793
3,38,5,2,2,1,421,797
3,38,7,1,2,1,281,799
3,38,12,1,1,1,353,804
3,39,3,2,2,0,328,817
3,39,8,1,2,1,352,822
3,39,9,2,1,0,201,823
3,39,18,1,1,1,254,832
3,40,4,2,1,0,248,840
3,40,17,2,1,1,493,853
3,40,20,1,2,1,357,856
3,40,22,1,1,1,332,858
3,41,2,1,1,1,196,860
3,41,3,1,2,1,193,861
3,41,5,2,2,1,441,863
3,41,22,2,2,0,278,880
3,42,9,2,2,1,452,889
3,42,14,2,1,1,449,894
3,42,17,1,2,1,468,897
3,42,22,1,1,1,387,902
3,43,1,0,2,1,377,903
3,43,2,0,1,1,381,904
3,43,3,0,1,1,411,905
3,43,4,0,1,1,337,906
3,43,5,0,2,1,334,907
3,43,6,0,2,1,387,908
3,43,7,0,1,1,360,909
3,43,8,0,2,1,341,910
3,43,9,0,1,1,351,911
3,43,10,0,2,1,328,912
3,43,11,0,2,1,301,913
3,43,12,0,2,1,347,914
3,43,13,0,1,1,373,915
3,43,14,0,2,1,373,916
3,43,15,0,2,1,387,917
3,43,16,0,1,1,377,918
3,43,17,0,1,1,290,919
3,43,18,0,1,1,314,920
3,43,19,0,2,1,396,921
3,43,20,0,2,1,333,922
3,43,21,0,1,1,346,923
3,43,22,0,1,1,384,924
3,44,6,1,2,1,272,930
3,44,18,1,1,1,429,942
3,44,19,2,2,1,603,943
3,44,21,2,1,1,445,945
3,45,2,2,2,0,266,948
3,45,3,1,2,1,389,949
3,45,18,2,1,0,241,964
3,45,21,1,1,1,333,967
3,46,8,1,1,1,214,976
3,46,13,2,1,1,521,981
3,46,17,2,2,1,430,985
3,46,20,1,2,1,267,988
3,47,9,2,2,1,370,999
3,47,10,1,2,1,160,1000
3,47,15,1,1,1,317,1005
3,47,20,2,1,1,418,1010
3,48,12,2,2,1,345,1024
3,48,13,1,1,1,225,1025
3,48,14,1,2,1,213,1026
3,48,15,2,2,0,203,1027
3,49,1,2,1,1,498,1035
3,49,3,2,1,0,196,1037
3,49,9,1,1,1,354,1043
3,49,10,1,2,1,351,1044
3,50,1,0,1,1,625,1057
3,50,2,0,2,1,462,1058
3,50,3,0,2,1,367,1059
3,50,4,0,2,1,360,1060
3,50,5,0,2,1,318,1061
3,50,6,0,2,1,316,1062
3,50,7,0,1,1,416,1063
3,50,8,0,1,1,421,1064
3,50,9,0,1,1,368,1065
3,50,10,0,1,1,309,1066
3,50,11,0,1,1,382,1067
3,50,12,0,1,1,384,1068
3,50,13,0,1,1,344,1069
3,50,14,0,2,1,397,1070
3,50,15,0,1,1,378,1071
3,50,16,0,2,1,368,1072
3,50,17,0,1,1,384,1073
3,50,18,0,2,1,378,1074
3,50,19,0,1,1,399,1075
3,50,20,0,2,1,347,1076
3,50,21,0,2,1,522,1077
3,50,22,0,2,1,581,1078
3,51,2,1,2,1,263,1080
3,51,8,2,2,1,508,1086
3,51,20,2,1,1,420,1098
3,51,22,1,1,1,230,1100
3,52,12,1,2,1,356,1112
3,52,16,1,1,1,367,1116
3,52,21,2,2,0,271,1121
3,52,22,2,2,1,469,1122
3,53,2,1,1,1,312,1124
3,53,8,1,2,1,309,1130
3,53,11,2,1,0,269,1133
3,53,18,2,2,0,241,1140
3,54,5,2,2,0,251,1149
3,54,9,1,1,1,382,1153
3,54,10,2,1,0,387,1154
3,54,21,1,2,1,247,1165
3,55,5,2,1,1,409,1171
3,55,8,1,2,1,227,1174
3,55,10,2,1,0,201,1176
3,55,19,1,1,1,356,1185
3,56,1,1,2,0,411,1189
3,56,2,2,1,0,246,1190
3,56,9,2,2,0,205,1197
3,56,16,1,2,1,252,1204
3,57,1,0,1,1,477,1211
3,57,2,0,2,1,339,1212
3,57,3,0,2,1,424,1213
3,57,4,0,1,1,365,1214
3,57,5,0,1,1,426,1215
3,57,6,0,1,1,320,1216
3,57,7,0,1,1,410,1217
3,57,8,0,1,1,506,1218
3,57,9,0,2,1,399,1219
3,57,10,0,2,1,330,1220
3,57,11,0,2,1,282,1221
3,57,12,0,2,1,318,1222
3,57,13,0,2,1,293,1223
3,57,14,0,1,1,474,1224
3,57,15,0,2,1,367,1225
3,57,16,0,2,1,358,1226
3,57,17,0,1,1,367,1227
3,57,18,0,1,1,399,1228
3,57,19,0,1,1,356,1229
3,57,20,0,2,1,376,1230
3,57,21,0,1,1,511,1231
3,57,22,0,2,1,363,1232
3,58,1,2,2,1,734,1233
3,58,4,2,2,0,191,1236
3,58,9,1,1,1,435,1241
3,58,14,1,2,1,312,1246
3,59,1,1,2,1,284,1255
3,59,12,2,1,1,443,1266
3,59,14,2,2,1,503,1268
3,59,20,1,1,1,460,1274
3,60,6,1,1,1,287,1282
3,60,8,1,2,1,279,1284
3,60,9,2,1,1,398,1285
3,60,16,2,2,1,469,1292
3,61,2,2,1,0,208,1300
3,61,3,1,2,1,328,1301
3,61,19,1,1,1,200,1317
3,61,20,2,2,0,158,1318
3,62,12,2,1,1,455,1332
3,62,15,2,2,1,383,1335
3,62,17,1,2,1,263,1337
3,62,22,1,1,1,450,1342
3,63,1,1,1,1,460,1343
3,63,9,1,2,1,270,1351
3,63,12,2,2,1,470,1354
3,63,20,2,1,1,460,1362
3,64,1,0,1,1,541,1365
3,64,2,0,1,1,417,1366
3,64,3,0,2,1,359,1367
3,64,4,0,1,1,324,1368
3,64,5,0,1,1,370,1369
3,64,6,0,1,1,319,1370
3,64,7,0,2,1,340,1371
3,64,8,0,2,1,497,1372
3,64,9,0,2,1,375,1373
3,64,10,0,2,1,369,1374
3,64,11,0,2,1,425,1375
3,64,12,0,2,1,350,1376
3,64,13,0,2,1,377,1377
3,64,14,0,2,1,321,1378
3,64,15,0,1,1,476,1379
3,64,16,0,2,1,356,1380
3,64,17,0,1,1,401,1381
3,64,18,0,1,1,431,1382
3,64,19,0,2,1,372,1383
3,64,20,0,1,1,305,1384
3,64,21,0,1,1,374,1385
3,64,22,0,2,0,259,1386
3,65,13,1,2,1,353,1399
3,65,15,2,1,1,548,1401
3,65,18,2,1,0,248,1404
3,65,20,1,1,1,428,1406
3,66,3,2,1,1,462,1411
3,66,7,2,2,1,506,1415
3,66,10,1,2,1,562,1418
3,66,16,1,1,1,419,1424
3,67,4,2,1,1,421,1434
3,67,7,1,2,1,275,1437
3,67,10,2,2,1,516,1440
3,67,20,1,1,1,346,1450
3,68,3,1,2,1,212,1455
3,68,12,1,1,1,351,1464
3,68,13,2,1,1,573,1465
3,68,19,2,2,1,491,1471
3,69,6,1,1,1,345,1480
3,69,12,1,2,1,195,1486
3,69,16,2,2,1,334,1490
3,69,22,2,2,0,251,1496
3,70,2,2,2,0,234,1498
3,70,11,2,2,1,393,1507
3,70,16,1,2,1,300,1512
3,71,1,0,1,1,440,1519
3,71,2,0,1,1,372,1520
3,71,3,0,2,1,356,1521
3,71,4,0,1,1,335,1522
3,71,5,0,1,1,421,1523
3,71,6,0,2,1,392,1524
3,71,7,0,1,1,311,1525
3,71,8,0,2,1,285,1526
3,71,9,0,2,1,609,1527
3,71,10,0,2,1,392,1528
3,71,11,0,1,1,372,1529
3,71,12,0,1,1,322,1530
3,71,13,0,1,1,278,1531
3,71,14,0,1,1,188,1532
3,71,15,0,2,1,384,1533
3,71,16,0,1,1,336,1534
3,71,17,0,2,1,300,1535
3,71,18,0,1,1,266,1536
3,71,19,0,2,1,347,1537
3,71,20,0,1,0,290,1538
3,71,21,0,2,1,338,1539
3,71,22,0,2,1,300,1540
4,2,7,2,1,1,413,7
4,2,11,1,1,1,371,11
4,2,18,2,2,1,376,18
4,2,19,1,2,1,328,19
4,3,8,2,2,1,376,30
4,3,9,1,1,1,278,31
4,3,14,2,1,1,440,36
4,3,17,1,2,1,312,39
4,4,2,1,1,1,296,46
4,4,6,2,2,1,333,50
4,4,9,1,2,1,333,53
4,4,14,2,2,0,279,58
4,5,4,2,1,1,450,70
4,5,6,1,2,1,381,72
4,5,7,1,1,1,362,73
4,5,21,2,2,1,452,87
4,6,7,2,1,1,372,95
4,6,10,1,2,1,388,98
4,6,11,2,2,1,498,99
4,6,21,1,1,1,334,109
4,7,4,1,2,1,419,114
4,7,8,2,2,1,423,118
4,7,12,1,1,1,499,122
4,7,13,2,1,1,400,123
4,8,1,0,1,1,332,133
4,8,2,0,2,1,369,134
4,8,3,0,2,1,342,135
4,8,4,0,2,1,396,136
4,8,5,0,1,1,380,137
4,8,6,0,1,1,326,138
4,8,7,0,1,1,403,139
4,8,8,0,2,1,328,140
4,8,9,0,2,1,382,141
4,8,10,0,2,1,363,142
4,8,11,0,1,1,353,143
4,8,12,0,2,1,326,144
4,8,13,0,2,1,371,145
4,8,14,0,1,1,368,146
4,8,15,0,1,1,366,147
4,8,16,0,1,1,323,148
4,8,17,0,1,1,352,149
4,8,18,0,2,1,366,150
4,8,19,0,1,0,291,151
4,8,20,0,1,1,446,152
4,8,21,0,2,1,363,153
4,8,22,0,1,1,328,154
4,9,4,1,2,1,297,158
4,9,8,2,2,1,502,162
4,9,12,1,1,1,431,166
4,9,13,2,1,1,449,167
4,10,1,1,1,1,347,177
4,10,13,2,2,1,383,189
4,10,20,1,2,1,332,196
4,10,22,2,1,1,446,198
4,11,5,1,2,1,331,203
4,11,8,2,1,1,440,206
4,11,18,1,1,1,358,216
4,11,21,2,2,1,410,219
4,12,1,1,2,1,349,221
4,12,2,2,1,1,375,222
4,12,13,1,1,1,351,233
4,12,21,2,2,1,378,241
4,13,2,1,1,1,303,244
4,13,8,1,2,1,343,250
4,13,15,2,2,1,381,257
4,13,16,2,1,1,405,258
4,14,2,1,1,1,260,266
4,14,6,1,2,1,339,270
4,14,7,2,1,1,391,271
4,14,11,2,2,1,572,275
4,15,1,0,1,1,340,287
4,15,2,0,2,1,381,288
4,15,3,0,1,1,310,289
4,15,4,0,1,1,355,290
4,15,5,0,1,1,345,291
4,15,6,0,2,1,334,292
4,15,7,0,2,1,303,293
4,15,8,0,2,1,325,294
4,15,9,0,1,1,406,295
4,15,10,0,2,1,387,296
4,15,11,0,1,1,320,297
4,15,12,0,2,1,310,298
4,15,13,0,1,1,351,299
4,15,14,0,1,1,288,300
4,15,15,0,2,1,333,301
4,15,16,0,1,1,339,302
4,15,17,0,2,1,384,303
4,15,18,0,1,1,301,304
4,15,19,0,1,1,291,305
4,15,20,0,2,1,520,306
4,15,21,0,2,1,366,307
4,15,22,0,1,0,266,308
4,16,6,2,2,1,396,314
4,16,9,1,2,1,300,317
4,16,11,2,1,1,479,319
4,16,13,1,1,1,337,321
4,17,1,1,2,1,354,331
4,17,4,2,2,1,410,334
4,17,5,1,1,1,311,335
4,17,10,2,1,1,385,340
4,18,5,1,2,1,366,357
4,18,8,2,1,1,406,360
4,18,13,1,1,1,272,365
4,18,14,2,2,1,438,366
4,19,12,1,1,1,249,386
4,19,14,2,1,1,324,388
4,19,15,2,2,1,369,389
4,19,16,1,2,1,374,390
4,20,11,2,1,1,500,407
4,20,17,2,1,0,561,413
4,20,22,1,1,1,274,418
4,21,2,2,1,0,157,420
4,21,4,2,1,1,366,422
4,21,12,1,2,1,327,430
4,21,19,1,1,1,309,437
4,22,1,0,2,1,325,441
4,22,2,0,1,1,454,442
4,22,3,0,2,1,351,443
4,22,4,0,1,1,357,444
4,22,5,0,1,1,338,445
4,22,6,0,2,1,463,446
4,22,7,0,1,1,381,447
4,22,8,0,1,1,322,448
4,22,9,0,2,1,359,449
4,22,10,0,2,1,360,450
4,22,11,0,2,1,386,451
4,22,12,0,1,1,352,452
4,22,13,0,1,1,324,453
4,22,14,0,2,0,289,454
4,22,15,0,1,1,361,455
4,22,16,0,2,1,325,456
4,22,17,0,2,1,376,457
4,22,18,0,2,1,397,458
4,22,19,0,2,1,354,459
4,22,20,0,1,1,338,460
4,22,21,0,2,1,333,461
4,22,22,0,2,0,301,462
4,23,4,1,1,1,162,466
4,23,12,2,2,1,578,474
4,23,13,1,2,1,320,475
4,23,17,2,1,1,445,479
4,24,6,2,1,0,437,490
4,24,7,1,2,1,452,491
4,24,8,1,1,1,369,492
4,24,22,2,1,1,355,506
4,25,4,1,2,1,332,510
4,25,6,1,1,1,230,512
4,25,8,2,2,1,473,514
4,25,19,2,1,1,347,525
4,26,1,2,1,1,366,529
4,26,5,2,2,1,402,533
4,26,7,1,2,1,388,535
4,26,12,1,1,1,333,540
4,27,3,2,1,1,490,553
4,27,8,1,2,1,386,558
4,27,9,2,2,1,503,559
4,27,18,1,1,1,297,568
4,28,4,2,2,1,370,576
4,28,17,2,1,1,463,589
4,28,20,1,2,1,327,592
4,28,22,1,1,1,362,594
4,29,1,0,2,1,340,595
4,29,2,0,2,1,329,596
4,29,3,0,1,1,394,597
4,29,4,0,1,1,308,598
4,29,5,0,1,1,345,599
4,29,6,0,2,1,374,600
4,29,7,0,1,1,347,601
4,29,8,0,1,1,337,602
4,29,9,0,1,1,366,603
4,29,10,0,2,1,339,604
4,29,11,0,2,1,321,605
4,29,12,0,2,1,374,606
4,29,13,0,2,1,315,607
4,29,14,0,2,0,312,608
4,29,15,0,2,1,356,609
4,29,16,0,1,1,329,610
4,29,17,0,2,1,342,611
4,29,18,0,2,1,316,612
4,29,19,0,1,1,377,613
4,29,20,0,2,0,246,614
4,29,21,0,2,1,401,615
4,29,22,0,1,1,326,616
4,30,2,1,1,1,260,618
4,30,3,1,2,1,353,619
4,30,5,2,2,1,380,621
4,30,22,2,1,1,421,638
4,31,9,2,1,0,200,647
4,31,14,2,1,1,345,652
4,31,17,1,2,1,320,655
4,31,22,1,1,1,362,660
4,32,6,1,2,1,331,666
4,32,18,1,1,1,166,678
4,32,19,2,2,1,456,679
4,32,21,2,2,0,211,681
4,33,2,2,1,1,457,684
4,33,3,1,2,1,347,685
4,33,18,2,2,1,540,700
4,33,21,1,1,1,344,703
4,34,8,1,1,1,367,712
4,34,13,2,1,1,361,717
4,34,17,2,2,1,403,721
4,34,20,1,2,1,333,724
4,35,9,2,2,1,394,735
4,35,10,1,2,1,340,736
4,35,15,1,1,1,321,741
4,35,20,2,1,1,339,746
4,36,1,0,2,1,363,749
4,36,2,0,2,1,384,750
4,36,3,0,1,1,397,751
4,36,4,0,2,1,363,752
4,36,5,0,1,1,344,753
4,36,6,0,2,1,358,754
4,36,7,0,1,1,306,755
4,36,8,0,1,1,288,756
4,36,9,0,2,1,378,757
4,36,10,0,2,1,379,758
4,36,11,0,2,1,375,759
4,36,12,0,1,1,349,760
4,36,13,0,1,1,338,761
4,36,14,0,2,1,367,762
4,36,15,0,2,1,413,763
4,36,16,0,1,1,402,764
4,36,17,0,1,1,420,765
4,36,18,0,2,1,380,766
4,36,19,0,1,1,346,767
4,36,20,0,2,1,327,768
4,36,21,0,1,1,317,769
4,36,22,0,1,1,370,770
4,37,12,2,2,1,388,782
4,37,13,1,1,1,322,783
4,37,14,1,2,1,399,784
4,37,15,2,1,1,428,785
4,38,1,2,1,1,389,793
4,38,3,2,2,1,423,795
4,38,9,1,1,1,360,801
4,38,10,1,2,1,386,802
4,39,2,1,2,1,287,816
4,39,8,2,2,1,383,822
4,39,20,2,1,1,374,834
4,39,22,1,1,1,322,836
4,40,12,1,2,1,257,848
4,40,16,1,1,1,375,852
4,40,21,2,1,1,361,857
4,40,22,2,2,1,359,858
4,41,2,1,1,1,347,860
4,41,8,1,2,1,259,866
4,41,11,2,2,1,514,869
4,41,18,2,1,1,413,876
4,42,5,2,1,1,392,885
4,42,9,1,1,1,217,889
4,42,10,2,2,1,366,890
4,42,21,1,2,1,358,901
4,43,1,0,1,1,382,903
4,43,2,0,2,1,347,904
4,43,3,0,2,1,297,905
4,43,4,0,1,0,254,906
4,43,5,0,2,1,349,907
4,43,6,0,2,1,330,908
4,43,7,0,2,1,367,909
4,43,8,0,2,1,429,910
4,43,9,0,2,1,274,911
4,43,10,0,1,1,311,912
4,43,11,0,1,1,324,913
4,43,12,0,1,1,313,914
4,43,13,0,1,1,311,915
4,43,14,0,1,1,316,916
4,43,15,0,1,0,330,917
4,43,16,0,1,1,500,918
4,43,17,0,1,1,329,919
4,43,18,0,2,1,446,920
4,43,19,0,1,1,331,921
4,43,20,0,1,1,336,922
4,43,21,0,2,1,374,923
4,43,22,0,1,1,331,924
4,44,5,2,1,1,345,929
4,44,8,1,2,1,294,932
4,44,10,2,2,1,364,934
4,44,19,1,1,1,267,943
4,45,1,1,1,1,305,947
4,45,2,2,2,1,390,948
4,45,9,2,1,1,363,955
4,45,16,1,2,1,374,962
4,46,1,2,2,1,355,969
4,46,4,2,1,1,379,972
4,46,9,1,1,1,213,977
4,46,14,1,2,1,348,982
4,47,1,1,2,1,336,991
4,47,12,2,1,1,401,1002
4,47,14,2,2,1,412,1004
4,47,20,1,1,1,308,1010
4,48,6,1,1,1,319,1018
4,48,8,1,2,1,217,1020
4,48,9,2,1,1,375,1021
4,48,16,2,2,1,354,1028
4,49,2,2,1,0,228,1036
4,49,3,1,2,1,385,1037
4,49,19,1,1,1,268,1053
4,49,20,2,1,1,425,1054
4,50,2,0,2,1,359,1058
4,50,3,0,1,1,301,1059
4,50,4,0,1,1,346,1060
4,50,5,0,2,1,320,1061
4,50,6,0,1,1,285,1062
4,50,7,0,2,1,330,1063
4,50,8,0,2,1,351,1064
4,50,9,0,2,1,277,1065
4,50,10,0,2,0,274,1066
4,50,11,0,1,1,368,1067
4,50,12,0,1,1,347,1068
4,50,13,0,2,1,312,1069
4,50,14,0,2,1,333,1070
4,50,15,0,2,1,330,1071
4,50,16,0,2,1,287,1072
4,50,17,0,1,1,348,1073
4,50,18,0,2,1,358,1074
4,50,19,0,1,1,312,1075
4,50,20,0,2,1,341,1076
4,50,21,0,1,1,322,1077
4,50,22,0,1,1,381,1078
4,51,12,2,1,1,383,1090
4,51,15,2,2,1,431,1093
4,51,17,1,2,1,346,1095
4,51,22,1,1,1,333,1100
4,52,1,1,1,1,265,1101
4,52,9,1,2,1,321,1109
4,52,12,2,2,1,377,1112
4,52,20,2,1,1,345,1120
4,53,13,1,2,1,305,1135
4,53,15,2,1,1,417,1137
4,53,18,2,2,1,393,1140
