vp,bl,tr,prime_type,resp,respac,rt,TrialNr
4,53,20,1,1,1,363,1142
4,54,3,2,1,1,369,1147
4,54,7,2,2,1,431,1151
4,54,10,1,2,1,310,1154
4,54,16,1,1,1,339,1160
4,55,4,2,1,1,348,1170
4,55,7,1,2,1,259,1173
4,55,10,2,2,1,379,1176
4,55,20,1,1,1,158,1186
4,56,3,1,2,1,345,1191
4,56,12,1,1,1,203,1200
4,56,13,2,1,1,339,1201
4,56,19,2,2,1,347,1207
4,57,1,0,1,1,801,1211
4,57,2,0,1,1,367,1212
4,57,3,0,2,1,333,1213
4,57,4,0,2,1,369,1214
4,57,5,0,2,1,343,1215
4,57,6,0,1,1,316,1216
4,57,7,0,1,1,297,1217
4,57,8,0,1,1,294,1218
4,57,9,0,2,1,340,1219
4,57,10,0,2,1,354,1220
4,57,11,0,2,1,286,1221
4,57,12,0,1,1,300,1222
4,57,13,0,1,1,353,1223
4,57,14,0,2,1,279,1224
4,57,15,0,2,1,308,1225
4,57,16,0,1,1,265,1226
4,57,17,0,2,1,342,1227
4,57,18,0,1,1,292,1228
4,57,19,0,2,0,303,1229
4,57,20,0,1,1,420,1230
4,57,21,0,2,1,374,1231
4,57,22,0,2,1,404,1232
4,58,6,1,1,1,314,1238
4,58,12,1,2,1,289,1244
4,58,16,2,2,1,356,1248
4,58,22,2,1,1,348,1254
4,59,1,1,1,1,305,1255
4,59,2,2,1,1,406,1256
4,59,11,2,2,1,442,1265
4,59,16,1,2,1,357,1270
4,60,8,2,2,1,453,1284
4,60,18,2,1,1,382,1294
4,60,21,1,1,1,263,1297
4,60,22,1,2,1,316,1298
4,61,5,1,1,1,273,1303
4,61,11,1,2,1,359,1309
4,61,16,2,1,1,387,1314
4,61,21,2,2,1,403,1319
4,62,1,1,2,1,189,1321
4,62,18,2,1,1,379,1338
4,62,19,2,2,1,400,1339
4,62,22,1,1,1,376,1342
4,63,7,1,2,1,374,1349
4,63,8,2,1,1,363,1350
4,63,19,1,1,1,379,1361
4,63,20,2,2,1,385,1362
4,64,1,0,2,1,670,1365
4,64,2,0,1,1,361,1366
4,64,3,0,1,1,518,1367
4,64,4,0,2,0,363,1368
4,64,5,0,1,1,358,1369
4,64,6,0,2,1,364,1370
4,64,7,0,1,1,313,1371
4,64,8,0,1,0,295,1372
4,64,9,0,2,1,425,1373
4,64,10,0,1,1,351,1374
4,64,11,0,1,1,345,1375
4,64,12,0,1,1,346,1376
4,64,13,0,1,1,335,1377
4,64,14,0,2,1,308,1378
4,64,15,0,2,1,386,1379
4,64,16,0,2,1,383,1380
4,64,17,0,1,1,316,1381
4,64,18,0,2,1,281,1382
4,64,19,0,2,1,339,1383
4,64,20,0,1,1,308,1384
4,64,21,0,2,1,337,1385
4,64,22,0,2,1,391,1386
4,65,1,2,1,1,390,1387
4,65,2,1,1,1,300,1388
4,65,5,2,2,1,393,1391
4,65,22,1,2,1,351,1408
4,66,8,2,2,1,401,1416
4,66,10,2,2,0,174,1418
4,66,13,1,2,1,348,1421
4,66,17,1,1,1,273,1425
4,67,10,2,2,1,348,1440
4,67,13,1,2,1,364,1443
4,67,15,2,1,1,452,1445
4,67,18,1,1,1,318,1448
4,68,5,2,2,1,369,1457
4,68,6,2,1,1,333,1458
4,68,10,1,1,1,307,1462
4,68,20,1,2,1,229,1472
4,69,4,2,1,1,394,1478
4,69,6,2,2,1,366,1480
4,69,10,1,1,1,249,1484
4,69,22,1,2,1,344,1496
4,70,1,2,2,1,490,1497
4,70,5,1,1,1,334,1501
4,70,14,2,1,1,447,1510
4,70,21,1,2,1,395,1517
4,71,1,0,2,1,375,1519
4,71,2,0,1,1,356,1520
4,71,3,0,1,1,354,1521
4,71,4,0,1,0,294,1522
4,71,5,0,1,1,338,1523
4,71,6,0,2,1,271,1524
4,71,7,0,1,1,308,1525
4,71,8,0,2,1,354,1526
4,71,9,0,2,1,328,1527
4,71,10,0,2,1,337,1528
4,71,11,0,1,1,241,1529
4,71,12,0,2,0,287,1530
4,71,13,0,2,1,306,1531
4,71,14,0,1,1,311,1532
4,71,15,0,2,1,364,1533
4,71,16,0,1,1,282,1534
4,71,17,0,1,1,319,1535
4,71,18,0,1,1,300,1536
4,71,19,0,2,1,369,1537
4,71,20,0,2,0,327,1538
4,71,21,0,2,1,370,1539
4,71,22,0,1,0,294,1540
5,2,2,1,1,1,228,2
5,2,6,1,2,1,217,6
5,2,7,2,1,1,599,7
5,2,11,2,1,0,252,11
5,3,6,2,1,0,192,28
5,3,9,1,2,1,423,31
5,3,11,2,1,1,505,33
5,3,13,1,1,1,476,35
5,4,1,1,2,1,172,45
5,4,4,2,1,0,215,48
5,4,5,1,1,1,386,49
5,4,10,2,2,0,189,54
5,5,5,1,2,1,153,71
5,5,8,2,2,0,209,74
5,5,13,1,1,1,272,79
5,5,14,2,1,0,252,80
5,6,12,1,1,1,258,100
5,6,14,2,2,0,302,102
5,6,15,2,1,0,232,103
5,6,16,1,2,1,380,104
5,7,11,2,2,0,145,121
5,7,16,1,2,1,153,126
5,7,17,2,1,0,206,127
5,7,22,1,1,1,239,132
5,8,1,0,2,1,366,133
5,8,2,0,1,1,315,134
5,8,3,0,2,0,321,135
5,8,4,0,1,1,423,136
5,8,5,0,1,1,464,137
5,8,6,0,2,1,358,138
5,8,7,0,1,1,364,139
5,8,8,0,2,1,401,140
5,8,9,0,2,1,494,141
5,8,10,0,1,1,507,142
5,8,11,0,2,1,289,143
5,8,12,0,2,1,330,144
5,8,13,0,2,1,275,145
5,8,14,0,1,1,464,146
5,8,15,0,2,1,350,147
5,8,16,0,1,1,365,148
5,8,17,0,2,1,292,149
5,8,18,0,1,0,277,150
5,8,19,0,1,1,368,151
5,8,20,0,2,1,286,152
5,8,21,0,1,1,411,153
5,8,22,0,1,1,424,154
5,9,11,2,2,0,333,165
5,9,16,1,2,1,244,170
5,9,17,2,1,0,305,171
5,9,22,1,1,1,200,176
5,10,2,2,1,0,239,178
5,10,4,2,1,1,436,180
5,10,12,1,2,1,324,188
5,10,19,1,1,1,215,195
5,11,4,1,1,1,161,202
5,11,12,2,1,0,193,210
5,11,13,1,2,1,341,211
5,11,17,2,1,1,496,215
5,12,6,2,1,0,250,226
5,12,7,1,2,1,333,227
5,12,8,1,1,1,250,228
5,12,22,2,1,1,408,242
5,13,4,1,2,1,260,246
5,13,6,1,1,1,317,248
5,13,8,2,1,0,280,250
5,13,19,2,2,0,152,261
5,14,1,2,2,0,155,265
5,14,5,2,2,1,110,269
5,14,7,1,2,1,176,271
5,14,12,1,1,1,265,276
5,15,1,0,2,1,419,287
5,15,2,0,1,0,268,288
5,15,3,0,1,1,348,289
5,15,4,0,1,1,433,290
5,15,5,0,2,1,389,291
5,15,6,0,2,1,415,292
5,15,7,0,2,1,429,293
5,15,8,0,1,1,378,294
5,15,9,0,2,1,343,295
5,15,10,0,1,1,420,296
5,15,11,0,2,0,298,297
5,15,12,0,1,1,428,298
5,15,13,0,1,1,376,299
5,15,14,0,1,1,358,300
5,15,15,0,1,1,275,301
5,15,16,0,2,1,371,302
5,15,17,0,2,1,478,303
5,15,18,0,1,1,443,304
5,15,19,0,1,1,416,305
5,15,20,0,2,1,373,306
5,15,21,0,1,0,315,307
5,15,22,0,2,1,538,308
5,16,3,2,1,1,402,311
5,16,8,1,2,1,249,316
5,16,9,2,1,0,407,317
5,16,18,1,1,1,373,326
5,17,4,2,2,1,423,334
5,17,17,2,2,0,193,347
5,17,20,1,2,1,426,350
5,17,22,1,1,1,305,352
5,18,2,1,1,1,199,354
5,18,3,1,2,1,164,355
5,18,5,2,1,0,232,357
5,18,22,2,2,0,176,374
5,19,9,2,1,0,260,383
5,19,14,2,1,1,587,388
5,19,17,1,2,1,250,391
5,19,22,1,1,1,293,396
5,20,6,1,2,1,309,402
5,20,18,1,1,1,345,414
5,20,19,2,1,0,218,415
5,20,21,2,2,0,251,417
5,21,2,2,2,0,207,420
5,21,3,1,2,1,415,421
5,21,18,2,1,0,310,436
5,21,21,1,1,1,324,439
5,22,1,0,2,1,338,441
5,22,2,0,1,1,391,442
5,22,3,0,1,1,445,443
5,22,4,0,2,1,378,444
5,22,5,0,1,1,363,445
5,22,6,0,2,1,352,446
5,22,7,0,1,0,306,447
5,22,8,0,2,1,421,448
5,22,9,0,2,1,370,449
5,22,10,0,1,1,351,450
5,22,11,0,1,1,333,451
5,22,12,0,1,1,390,452
5,22,13,0,1,1,347,453
5,22,14,0,2,1,315,454
5,22,15,0,2,1,467,455
5,22,16,0,2,1,351,456
5,22,17,0,1,1,433,457
5,22,18,0,2,0,293,458
5,22,19,0,2,1,413,459
5,22,20,0,2,1,390,460
5,22,21,0,1,1,408,461
5,22,22,0,1,1,333,462
5,23,8,1,1,1,243,470
5,23,13,2,2,0,161,475
5,23,17,2,1,0,232,479
5,23,20,1,2,1,254,482
5,24,9,2,2,1,612,493
5,24,10,1,2,1,281,494
5,24,15,1,1,1,338,499
5,24,20,2,1,1,363,504
5,25,12,2,1,0,222,518
5,25,13,1,1,1,417,519
5,25,14,1,2,1,247,520
5,25,15,2,2,0,267,521
5,26,1,2,2,0,220,529
5,26,3,2,1,0,249,531
5,26,9,1,1,1,303,537
5,26,10,1,2,1,144,538
5,27,2,1,2,1,221,552
5,27,8,2,1,0,235,558
5,27,20,2,1,1,628,570
5,27,22,1,1,1,247,572
5,28,12,1,2,1,320,584
5,28,16,1,1,1,211,588
5,28,21,2,2,0,214,593
5,28,22,2,1,0,232,594
5,29,3,0,1,1,458,597
5,29,4,0,1,1,407,598
5,29,5,0,2,1,389,599
5,29,6,0,1,1,314,600
5,29,7,0,2,1,351,601
5,29,8,0,1,1,332,602
5,29,9,0,2,0,329,603
5,29,10,0,2,1,428,604
5,29,11,0,1,1,364,605
5,29,12,0,2,1,334,606
5,29,13,0,1,1,263,607
5,29,14,0,1,0,368,608
5,29,15,0,2,1,452,609
5,29,16,0,2,1,417,610
5,29,17,0,2,1,351,611
5,29,18,0,1,1,384,612
5,29,19,0,2,0,281,613
5,29,20,0,2,1,364,614
5,29,21,0,1,1,402,615
5,29,22,0,2,1,382,616
5,30,2,1,1,1,239,618
5,30,8,1,2,1,212,624
5,30,11,2,2,1,533,627
5,30,18,2,1,1,477,634
5,31,5,2,2,0,191,643
5,31,9,1,1,1,261,647
5,31,10,2,1,0,184,648
5,31,21,1,2,1,272,659
5,32,5,2,2,0,228,665
5,32,8,1,2,1,185,668
5,32,10,2,1,0,332,670
5,32,19,1,1,1,278,679
5,33,1,1,1,1,276,683
5,33,2,2,1,0,228,684
5,33,9,2,1,1,652,691
5,33,16,1,2,1,320,698
5,34,1,2,1,0,171,705
5,34,4,2,1,1,401,708
5,34,9,1,1,1,355,713
5,34,14,1,2,1,245,718
5,35,1,1,2,1,171,727
5,35,12,2,2,0,302,738
5,35,14,2,2,1,454,740
5,35,20,1,1,1,314,746
5,36,1,0,2,1,380,749
5,36,2,0,1,1,393,750
5,36,3,0,2,1,383,751
5,36,4,0,1,1,301,752
5,36,5,0,1,1,466,753
5,36,6,0,2,1,351,754
5,36,7,0,1,1,365,755
5,36,8,0,1,1,433,756
5,36,9,0,2,1,319,757
5,36,10,0,2,0,332,758
5,36,11,0,1,1,319,759
5,36,12,0,1,1,429,760
5,36,13,0,2,1,354,761
5,36,14,0,1,1,354,762
5,36,15,0,2,1,348,763
5,36,16,0,2,1,458,764
5,36,17,0,2,1,367,765
5,36,18,0,2,0,292,766
5,36,19,0,1,1,359,767
5,36,20,0,2,1,333,768
5,36,21,0,2,1,522,769
5,36,22,0,2,1,528,770
5,37,6,1,1,1,240,776
5,37,8,1,2,1,266,778
5,37,9,2,1,1,384,779
5,37,16,2,2,1,450,786
5,38,2,2,1,0,162,794
5,38,3,1,2,1,194,795
5,38,19,1,1,1,350,811
5,38,20,2,2,0,227,812
5,39,12,2,2,0,267,826
5,39,15,2,1,0,256,829
5,39,17,1,2,1,321,831
5,39,22,1,1,1,395,836
5,40,1,1,1,1,194,837
5,40,9,1,2,1,287,845
5,40,12,2,1,0,210,848
5,40,20,2,2,0,154,856
5,41,13,1,2,1,218,871
5,41,15,2,1,1,484,873
5,41,18,2,2,1,460,876
5,41,20,1,1,1,342,878
5,42,3,2,2,0,268,883
5,42,7,2,2,1,537,887
5,42,10,1,2,1,500,890
5,42,16,1,1,1,263,896
5,43,1,0,1,1,375,903
5,43,2,0,1,1,433,904
5,43,3,0,1,1,425,905
5,43,4,0,1,1,385,906
5,43,5,0,2,1,371,907
5,43,6,0,2,1,441,908
5,43,7,0,2,1,390,909
5,43,8,0,2,1,411,910
5,43,9,0,2,1,336,911
5,43,10,0,1,1,422,912
5,43,11,0,1,1,395,913
5,43,12,0,2,1,505,914
5,43,13,0,1,1,382,915
5,43,14,0,2,1,323,916
5,43,15,0,1,1,277,917
5,43,16,0,2,1,302,918
5,43,17,0,2,1,459,919
5,43,18,0,1,1,361,920
5,43,19,0,2,1,309,921
5,43,20,0,1,1,355,922
5,43,21,0,2,1,245,923
5,43,22,0,1,1,381,924
5,44,4,2,2,0,200,928
5,44,7,1,2,1,310,931
5,44,10,2,1,0,309,934
5,44,20,1,1,1,238,944
5,45,3,1,2,1,191,949
5,45,12,1,1,1,245,958
5,45,13,2,2,0,161,959
5,45,19,2,2,1,469,965
5,46,6,1,1,1,170,974
5,46,12,1,2,1,280,980
5,46,16,2,1,0,372,984
5,46,22,2,2,0,242,990
5,47,1,1,1,1,211,991
5,47,2,2,2,0,184,992
5,47,11,2,2,1,531,1001
5,47,16,1,2,1,233,1006
5,48,8,2,1,0,308,1020
5,48,18,2,2,0,198,1030
5,48,21,1,1,1,252,1033
5,48,22,1,2,1,153,1034
5,49,5,1,1,1,288,1039
5,49,11,1,2,1,340,1045
5,49,16,2,2,0,155,1050
5,49,21,2,2,1,398,1055
5,50,1,0,1,1,371,1057
5,50,2,0,2,1,368,1058
5,50,3,0,2,1,438,1059
5,50,4,0,1,1,411,1060
5,50,5,0,2,1,328,1061
5,50,6,0,1,1,374,1062
5,50,7,0,1,1,435,1063
5,50,8,0,1,1,384,1064
5,50,9,0,1,0,331,1065
5,50,10,0,2,1,463,1066
5,50,11,0,2,1,438,1067
5,50,12,0,2,1,507,1068
5,50,13,0,1,1,376,1069
5,50,14,0,2,1,398,1070
5,50,15,0,2,1,435,1071
5,50,16,0,1,1,409,1072
5,50,17,0,2,1,299,1073
5,50,18,0,1,1,419,1074
5,50,19,0,2,0,377,1075
5,50,20,0,2,1,420,1076
5,50,21,0,1,1,376,1077
5,50,22,0,1,1,454,1078
5,51,1,1,2,1,194,1079
5,51,18,2,2,0,211,1096
5,51,19,2,2,1,734,1097
5,51,22,1,1,1,195,1100
5,52,7,1,2,1,248,1107
5,52,8,2,2,0,253,1108
5,52,19,1,1,1,140,1119
5,52,20,2,2,1,385,1120
5,53,1,2,2,0,188,1123
5,53,2,1,1,1,444,1124
5,53,5,2,2,1,495,1127
5,53,22,1,2,1,340,1144
5,54,8,2,1,0,158,1152
5,54,10,2,1,1,447,1154
5,54,13,1,2,1,323,1157
5,54,17,1,1,1,227,1161
5,55,10,2,1,0,247,1176
5,55,13,1,2,1,234,1179
5,55,15,2,1,1,333,1181
5,55,18,1,1,1,372,1184
5,56,5,2,1,0,246,1193
5,56,6,2,1,1,654,1194
5,56,10,1,1,1,290,1198
5,56,20,1,2,1,447,1208
5,57,1,0,2,1,385,1211
5,57,2,0,1,1,262,1212
5,57,3,0,2,1,278,1213
5,57,4,0,1,1,288,1214
5,57,5,0,2,1,334,1215
5,57,6,0,1,1,387,1216
5,57,7,0,2,0,304,1217
5,57,8,0,2,1,452,1218
5,57,9,0,1,1,304,1219
5,57,10,0,2,1,310,1220
5,57,11,0,2,1,459,1221
5,57,12,0,2,1,360,1222
5,57,13,0,2,1,406,1223
5,57,14,0,2,1,315,1224
5,57,15,0,1,1,328,1225
5,57,16,0,1,1,382,1226
5,57,17,0,1,1,323,1227
5,57,18,0,1,0,281,1228
5,57,19,0,1,1,419,1229
5,57,20,0,2,0,272,1230
5,57,21,0,2,1,372,1231
5,57,22,0,1,1,369,1232
5,58,4,2,1,1,401,1236
5,58,6,2,1,0,227,1238
5,58,10,1,1,1,278,1242
5,58,22,1,2,1,267,1254
5,59,1,2,1,0,237,1255
5,59,5,1,1,1,235,1259
5,59,14,2,2,0,251,1268
5,59,21,1,2,1,222,1275
5,60,2,2,1,0,215,1278
5,60,3,1,1,1,402,1279
5,60,11,1,2,1,355,1287
5,60,17,2,2,0,226,1293
5,61,10,2,1,0,284,1308
5,61,11,1,2,1,262,1309
5,61,20,2,1,1,503,1318
5,61,22,1,1,1,323,1320
5,62,3,2,2,0,222,1323
5,62,5,1,2,1,230,1325
5,62,14,2,1,0,215,1334
5,62,16,1,1,1,728,1336
5,63,9,2,1,0,243,1351
5,63,12,1,1,1,233,1354
5,63,15,1,2,1,249,1357
5,63,21,2,1,1,428,1363
5,64,1,0,1,1,423,1365
5,64,2,0,1,1,380,1366
5,64,3,0,1,1,347,1367
5,64,4,0,2,1,399,1368
5,64,5,0,2,1,388,1369
5,64,6,0,2,1,394,1370
5,64,7,0,2,1,383,1371
5,64,8,0,2,0,324,1372
5,64,9,0,1,1,383,1373
5,64,10,0,1,1,373,1374
5,64,11,0,2,1,282,1375
5,64,12,0,2,1,391,1376
5,64,13,0,2,0,359,1377
5,64,14,0,2,1,343,1378
5,64,15,0,1,1,357,1379
5,64,16,0,2,1,299,1380
5,64,17,0,1,1,215,1381
5,64,18,0,2,0,293,1382
5,64,19,0,2,1,399,1383
5,64,20,0,2,1,435,1384
5,64,21,0,2,1,482,1385
5,64,22,0,1,1,335,1386
5,65,6,2,1,1,358,1392
5,65,8,1,1,1,265,1394
5,65,9,1,2,1,174,1395
5,65,16,2,1,0,226,1402
5,66,1,1,1,1,194,1409
5,66,4,1,2,1,193,1412
5,66,6,2,2,1,546,1414
5,66,18,2,2,0,247,1426
5,67,8,1,1,1,268,1438
5,67,15,1,2,1,365,1445
5,67,21,2,2,0,269,1451
5,67,22,2,1,0,267,1452
5,68,2,1,1,1,328,1454
5,68,3,2,2,1,432,1455
5,68,14,1,2,1,285,1466
5,68,15,2,2,0,356,1467
5,69,2,1,2,1,193,1476
5,69,11,2,2,0,305,1485
5,69,18,2,1,0,276,1492
5,69,20,1,1,1,301,1494
5,70,14,1,1,1,257,1510
5,70,15,1,2,1,300,1511
5,70,16,2,1,0,201,1512
5,70,17,2,1,1,428,1513
5,71,1,0,2,1,409,1519
5,71,3,0,2,1,417,1521
5,71,4,0,2,1,438,1522
5,71,5,0,2,1,340,1523
5,71,6,0,2,0,322,1524
5,71,7,0,2,1,317,1525
5,71,8,0,2,1,490,1526
5,71,9,0,1,1,464,1527
5,71,10,0,2,0,317,1528
5,71,11,0,1,1,368,1529
5,71,12,0,2,0,398,1530
5,71,13,0,2,1,384,1531
5,71,14,0,1,1,421,1532
5,71,15,0,1,1,378,1533
5,71,16,0,2,1,407,1534
5,71,17,0,2,1,461,1535
5,71,18,0,1,1,330,1536
5,71,19,0,1,1,343,1537
5,71,20,0,2,1,413,1538
5,71,21,0,2,1,402,1539
5,71,22,0,1,1,367,1540
6,2,1,1,2,1,423,1
6,2,4,2,2,1,439,4
6,2,10,1,1,1,613,10
6,2,22,2,1,1,474,22
6,3,9,1,2,1,365,31
6,3,15,2,1,1,413,37
6,3,18,1,1,1,373,40
6,4,9,1,2,1,462,53
6,4,12,2,1,1,529,56
6,4,18,1,1,1,412,62
6,4,20,2,1,0,183,64
6,5,6,1,2,1,431,72
6,5,9,1,1,1,335,75
6,5,16,2,2,1,532,82
6,6,4,1,2,1,333,92
6,6,9,1,1,1,357,97
6,6,21,2,2,1,661,109
6,7,4,1,2,1,273,114
6,7,7,1,1,1,349,117
6,7,14,2,2,1,501,124
6,7,16,2,1,1,445,126
6,8,1,0,2,1,548,133
6,8,2,0,1,1,613,134
6,8,3,0,1,1,631,135
6,8,4,0,2,1,284,136
6,8,6,0,2,1,485,138
6,8,7,0,2,1,281,139
6,8,8,0,1,1,287,140
6,8,9,0,2,1,252,141
6,8,10,0,1,1,337,142
6,8,11,0,1,1,482,143
6,8,12,0,1,1,428,144
6,8,13,0,2,1,353,145
6,8,14,0,1,0,271,146
6,8,15,0,1,1,346,147
6,8,16,0,1,1,399,148
6,8,17,0,2,1,372,149
6,8,18,0,1,1,434,150
6,8,19,0,1,1,399,151
6,8,20,0,2,1,380,152
6,8,21,0,2,1,489,153
6,8,22,0,1,1,431,154
6,9,4,1,2,1,305,158
6,9,7,1,1,1,266,161
6,9,16,2,1,1,695,170
6,10,7,1,1,1,265,183
6,10,12,2,2,0,244,188
6,10,13,1,2,1,507,189
6,11,2,2,1,1,477,200
6,11,14,2,2,1,575,212
6,11,15,1,2,1,460,213
6,11,18,1,1,1,268,216
6,12,2,1,1,1,222,222
6,12,8,1,2,1,311,228
6,12,18,2,1,0,353,238
6,12,19,2,1,1,719,239
6,13,2,2,2,0,243,244
6,13,4,2,1,0,284,246
6,13,6,1,1,1,324,248
6,13,19,1,2,1,302,261
6,14,9,2,1,1,629,273
6,14,16,1,1,1,314,280
6,14,17,2,1,0,267,281
6,14,21,1,2,1,298,285
6,15,1,0,1,1,340,287
6,15,2,0,1,1,497,288
6,15,3,0,1,1,410,289
6,15,4,0,2,1,364,290
6,15,5,0,2,1,505,291
6,15,6,0,2,1,462,292
6,15,7,0,2,1,483,293
6,15,8,0,2,1,569,294
6,15,9,0,2,1,510,295
6,15,10,0,2,1,531,296
6,15,11,0,1,1,489,297
6,15,12,0,1,1,494,298
6,15,13,0,1,1,476,299
6,15,14,0,2,1,428,300
6,15,15,0,1,1,486,301
6,15,16,0,2,1,422,302
6,15,17,0,1,1,377,303
6,15,18,0,1,1,422,304
6,15,19,0,1,1,315,305
6,15,20,0,1,1,448,306
6,15,21,0,2,1,485,307
6,15,22,0,2,1,411,308
6,16,3,1,1,1,431,311
6,16,9,1,2,1,447,317
6,16,21,2,1,1,472,329
6,17,2,2,2,1,435,332
6,17,3,2,1,1,472,333
6,17,9,1,2,1,372,339
6,17,11,1,1,1,308,341
6,18,2,1,1,1,253,354
6,18,9,1,2,1,330,361
6,18,11,2,1,1,723,363
6,18,18,2,1,0,236,370
6,19,6,2,1,1,553,380
6,19,11,1,1,1,555,385
6,19,14,2,2,1,571,388
6,19,20,1,2,1,294,394
6,20,1,2,2,1,639,397
6,20,3,1,2,1,294,399
6,20,7,1,1,1,329,403
6,20,11,2,1,1,546,407
6,21,1,2,1,1,669,419
6,21,17,1,2,1,307,435
6,21,18,1,1,1,263,436
6,22,1,0,1,1,385,441
6,22,2,0,2,0,263,442
6,22,3,0,1,0,314,443
6,22,4,0,1,1,518,444
6,22,5,0,1,1,507,445
6,22,6,0,2,1,378,446
6,22,7,0,2,1,518,447
6,22,8,0,2,1,454,448
6,22,9,0,2,1,464,449
6,22,10,0,2,1,390,450
6,22,11,0,1,1,451,451
6,22,12,0,1,1,392,452
6,22,13,0,2,1,494,453
6,22,14,0,2,1,451,454
6,22,15,0,1,1,464,455
6,22,16,0,1,1,356,456
6,22,17,0,1,1,337,457
6,22,18,0,1,1,306,458
6,22,19,0,2,1,476,459
6,22,20,0,2,1,449,460
6,22,21,0,2,1,322,461
6,22,22,0,1,1,436,462
6,23,8,1,1,1,445,470
6,23,12,1,2,1,322,474
6,23,15,2,2,1,434,477
6,23,22,2,1,1,493,484
6,24,13,1,1,1,579,497
6,24,15,2,1,1,718,499
6,24,16,2,2,1,474,500
6,24,22,1,2,1,314,506
6,25,3,2,2,1,666,509
6,25,6,1,1,1,274,512
6,25,7,1,2,1,119,513
6,25,13,2,2,0,230,519
6,26,6,2,1,0,301,534
6,26,10,1,2,1,504,538
6,26,14,1,1,1,221,542
6,26,16,2,2,0,248,544
6,27,1,1,2,1,299,551
6,27,6,2,2,1,581,556
6,27,8,2,2,0,261,558
6,27,9,1,1,1,361,559
6,28,7,2,2,0,260,579
6,28,10,1,1,1,289,582
6,28,16,1,2,1,295,588
6,29,1,0,1,1,346,595
6,29,2,0,1,1,344,596
6,29,3,0,1,1,525,597
6,29,4,0,2,1,394,598
6,29,5,0,1,1,571,599
6,29,6,0,2,1,381,600
6,29,7,0,2,1,482,601
6,29,8,0,2,1,383,602
6,29,9,0,1,1,501,603
6,29,10,0,1,1,354,604
6,29,11,0,1,1,472,605
6,29,12,0,1,1,469,606
6,29,13,0,2,1,402,607
6,29,14,0,2,1,559,608
6,29,15,0,1,1,416,609
6,29,16,0,2,1,450,610
6,29,17,0,2,1,511,611
6,29,18,0,1,1,456,612
6,29,19,0,2,1,442,613
6,29,20,0,1,1,391,614
6,29,21,0,2,1,468,615
6,29,22,0,2,1,402,616
6,30,1,2,2,1,659,617
6,30,6,2,2,0,291,622
6,30,8,1,1,1,487,624
6,30,21,1,2,1,201,637
6,31,1,1,1,1,277,639
6,31,7,1,2,1,298,645
6,31,8,2,1,0,284,646
6,31,9,2,1,1,650,647
6,32,3,2,1,0,199,663
6,32,4,2,1,1,606,664
6,32,8,1,1,1,259,668
6,32,18,1,2,1,389,678
6,33,1,2,2,0,286,683
6,33,15,2,2,1,669,697
6,33,19,1,1,1,281,701
6,33,22,1,2,1,336,704
6,34,4,1,1,1,171,708
6,34,5,2,1,0,172,709
6,34,18,1,2,1,275,722
6,34,20,2,1,1,526,724
6,35,2,2,1,0,275,728
6,35,18,1,1,1,300,744
6,35,21,1,2,1,330,747
6,36,1,0,1,1,407,749
6,36,2,0,2,1,412,750
6,36,3,0,2,1,448,751
6,36,4,0,2,1,454,752
6,36,5,0,2,1,387,753
6,36,6,0,2,1,289,754
6,36,7,0,2,1,289,755
6,36,8,0,2,1,251,756
6,36,9,0,1,1,505,757
6,36,10,0,1,1,326,758
6,36,11,0,1,0,259,759
6,36,12,0,1,1,390,760
6,36,13,0,1,1,444,761
6,36,14,0,1,1,360,762
6,36,15,0,1,1,366,763
6,36,16,0,1,1,371,764
6,36,17,0,2,1,417,765
6,36,18,0,2,1,435,766
6,36,19,0,1,1,451,767
6,36,20,0,1,1,481,768
6,36,21,0,2,1,414,769
6,36,22,0,1,1,339,770
6,37,3,1,2,1,303,773
6,37,4,2,1,0,183,774
6,37,5,1,1,1,346,775
6,37,22,2,2,0,756,792
6,38,6,1,2,1,326,798
6,38,11,2,1,0,256,803
6,38,13,1,1,1,303,805
6,38,22,2,2,0,277,814
6,39,3,1,1,1,305,817
6,39,7,2,1,1,446,821
6,39,18,2,1,0,336,832
6,39,22,1,2,1,379,836
6,40,6,1,2,1,313,842
6,40,7,1,1,1,238,843
6,40,10,2,2,1,463,846
6,40,15,2,1,1,518,851
6,41,11,1,1,1,400,869
6,41,14,2,2,1,526,872
6,41,15,1,2,1,394,873
6,41,18,2,1,1,544,876
6,42,2,2,2,0,226,882
6,42,9,1,1,1,323,889
6,42,12,2,1,0,323,892
6,42,13,1,2,1,470,893
6,43,1,0,2,1,518,903
6,43,2,0,1,1,363,904
6,43,3,0,1,1,457,905
6,43,4,0,2,1,438,906
6,43,5,0,1,1,387,907
6,43,6,0,1,1,328,908
6,43,7,0,1,1,310,909
6,43,8,0,1,1,307,910
6,43,9,0,1,0,333,911
6,43,10,0,1,1,339,912
6,43,11,0,2,1,396,913
6,43,12,0,2,1,340,914
6,43,13,0,2,1,372,915
6,43,14,0,2,1,366,916
6,43,15,0,2,1,355,917
6,43,16,0,2,0,275,918
6,43,17,0,2,1,423,919
6,43,18,0,1,1,460,920
6,43,19,0,2,1,409,921
6,43,20,0,1,1,447,922
6,43,21,0,2,1,459,923
6,43,22,0,1,1,433,924
6,44,9,2,1,1,502,933
6,44,14,1,1,1,331,938
6,44,15,2,2,1,640,939
6,44,19,1,2,1,277,943
