pid,bl,tr,trial,condition,period,event
2,56,8,1196,congruent,7,0
2,56,8,1196,congruent,8,0
2,56,8,1196,congruent,9,1
2,56,13,1201,incongruent,1,0
2,56,13,1201,incongruent,2,0
2,56,13,1201,incongruent,3,0
2,56,13,1201,incongruent,4,0
2,56,13,1201,incongruent,5,0
2,56,13,1201,incongruent,6,0
2,56,13,1201,incongruent,7,0
2,56,13,1201,incongruent,8,0
2,56,13,1201,incongruent,9,0
2,56,13,1201,incongruent,10,1
2,56,17,1205,incongruent,1,0
2,56,17,1205,incongruent,2,0
2,56,17,1205,incongruent,3,0
2,56,17,1205,incongruent,4,0
2,56,17,1205,incongruent,5,0
2,56,17,1205,incongruent,6,0
2,56,17,1205,incongruent,7,0
2,56,17,1205,incongruent,8,0
2,56,17,1205,incongruent,9,0
2,56,17,1205,incongruent,10,1
2,56,20,1208,congruent,1,0
2,56,20,1208,congruent,2,0
2,56,20,1208,congruent,3,0
2,56,20,1208,congruent,4,0
2,56,20,1208,congruent,5,0
2,56,20,1208,congruent,6,0
2,56,20,1208,congruent,7,0
2,56,20,1208,congruent,8,0
2,56,20,1208,congruent,9,1
2,57,1,1211,blank,1,0
2,57,1,1211,blank,2,0
2,57,1,1211,blank,3,0
2,57,1,1211,blank,4,0
2,57,1,1211,blank,5,0
2,57,1,1211,blank,6,0
2,57,1,1211,blank,7,0
2,57,1,1211,blank,8,0
2,57,1,1211,blank,9,0
2,57,1,1211,blank,10,0
2,57,1,1211,blank,11,0
2,57,1,1211,blank,12,0
2,57,1,1211,blank,13,1
2,57,2,1212,blank,1,0
2,57,2,1212,blank,2,0
2,57,2,1212,blank,3,0
2,57,2,1212,blank,4,0
2,57,2,1212,blank,5,0
2,57,2,1212,blank,6,0
2,57,2,1212,blank,7,0
2,57,2,1212,blank,8,0
2,57,2,1212,blank,9,1
2,57,3,1213,blank,1,0
2,57,3,1213,blank,2,0
2,57,3,1213,blank,3,0
2,57,3,1213,blank,4,0
2,57,3,1213,blank,5,0
2,57,3,1213,blank,6,0
2,57,3,1213,blank,7,0
2,57,3,1213,blank,8,0
2,57,3,1213,blank,9,0
2,57,3,1213,blank,10,0
2,57,3,1213,blank,11,1
2,57,4,1214,blank,1,0
2,57,4,1214,blank,2,0
2,57,4,1214,blank,3,0
2,57,4,1214,blank,4,0
2,57,4,1214,blank,5,0
2,57,4,1214,blank,6,0
2,57,4,1214,blank,7,0
2,57,4,1214,blank,8,0
2,57,4,1214,blank,9,0
2,57,4,1214,blank,10,1
2,57,5,1215,blank,1,0
2,57,5,1215,blank,2,0
2,57,5,1215,blank,3,0
2,57,5,1215,blank,4,0
2,57,5,1215,blank,5,0
2,57,5,1215,blank,6,0
2,57,5,1215,blank,7,0
2,57,5,1215,blank,8,0
2,57,5,1215,blank,9,1
2,57,6,1216,blank,1,0
2,57,6,1216,blank,2,0
2,57,6,1216,blank,3,0
2,57,6,1216,blank,4,0
2,57,6,1216,blank,5,0
2,57,6,1216,blank,6,0
2,57,6,1216,blank,7,0
2,57,6,1216,blank,8,0
2,57,6,1216,blank,9,0
2,57,6,1216,blank,10,0
2,57,6,1216,blank,11,0
2,57,6,1216,blank,12,0
2,57,6,1216,blank,13,0
2,57,6,1216,blank,14,1
2,57,7,1217,blank,1,0
2,57,7,1217,blank,2,0
2,57,7,1217,blank,3,0
2,57,7,1217,blank,4,0
2,57,7,1217,blank,5,0
2,57,7,1217,blank,6,0
2,57,7,1217,blank,7,0
2,57,7,1217,blank,8,0
2,57,7,1217,blank,9,0
2,57,7,1217,blank,10,1
2,57,8,1218,blank,1,0
2,57,8,1218,blank,2,0
2,57,8,1218,blank,3,0
2,57,8,1218,blank,4,0
2,57,8,1218,blank,5,0
2,57,8,1218,blank,6,0
2,57,8,1218,blank,7,0
2,57,8,1218,blank,8,0
2,57,8,1218,blank,9,0
2,57,8,1218,blank,10,0
2,57,8,1218,blank,11,1
2,57,9,1219,blank,1,0
2,57,9,1219,blank,2,0
2,57,9,1219,blank,3,0
2,57,9,1219,blank,4,0
2,57,9,1219,blank,5,0
2,57,9,1219,blank,6,0
2,57,9,1219,blank,7,0
2,57,9,1219,blank,8,1
2,57,10,1220,blank,1,0
2,57,10,1220,blank,2,0
2,57,10,1220,blank,3,0
2,57,10,1220,blank,4,0
2,57,10,1220,blank,5,0
2,57,10,1220,blank,6,0
2,57,10,1220,blank,7,0
2,57,10,1220,blank,8,1
2,57,11,1221,blank,1,0
2,57,11,1221,blank,2,0
2,57,11,1221,blank,3,0
2,57,11,1221,blank,4,0
2,57,11,1221,blank,5,0
2,57,11,1221,blank,6,0
2,57,11,1221,blank,7,0
2,57,11,1221,blank,8,0
2,57,11,1221,blank,9,1
2,57,12,1222,blank,1,0
2,57,12,1222,blank,2,0
2,57,12,1222,blank,3,0
2,57,12,1222,blank,4,0
2,57,12,1222,blank,5,0
2,57,12,1222,blank,6,0
2,57,12,1222,blank,7,0
2,57,12,1222,blank,8,0
2,57,12,1222,blank,9,0
2,57,12,1222,blank,10,0
2,57,12,1222,blank,11,1
2,57,13,1223,blank,1,0
2,57,13,1223,blank,2,0
2,57,13,1223,blank,3,0
2,57,13,1223,blank,4,0
2,57,13,1223,blank,5,0
2,57,13,1223,blank,6,0
2,57,13,1223,blank,7,0
2,57,13,1223,blank,8,0
2,57,13,1223,blank,9,1
2,57,14,1224,blank,1,0
2,57,14,1224,blank,2,0
2,57,14,1224,blank,3,0
2,57,14,1224,blank,4,0
2,57,14,1224,blank,5,0
2,57,14,1224,blank,6,0
2,57,14,1224,blank,7,0
2,57,14,1224,blank,8,0
2,57,14,1224,blank,9,1
2,57,15,1225,blank,1,0
2,57,15,1225,blank,2,0
2,57,15,1225,blank,3,0
2,57,15,1225,blank,4,0
2,57,15,1225,blank,5,0
2,57,15,1225,blank,6,0
2,57,15,1225,blank,7,0
2,57,15,1225,blank,8,0
2,57,15,1225,blank,9,0
2,57,15,1225,blank,10,0
2,57,15,1225,blank,11,1
2,57,16,1226,blank,1,0
2,57,16,1226,blank,2,0
2,57,16,1226,blank,3,0
2,57,16,1226,blank,4,0
2,57,16,1226,blank,5,0
2,57,16,1226,blank,6,0
2,57,16,1226,blank,7,0
2,57,16,1226,blank,8,0
2,57,16,1226,blank,9,0
2,57,16,1226,blank,10,1
2,57,17,1227,blank,1,0
2,57,17,1227,blank,2,0
2,57,17,1227,blank,3,0
2,57,17,1227,blank,4,0
2,57,17,1227,blank,5,0
2,57,17,1227,blank,6,0
2,57,17,1227,blank,7,0
2,57,17,1227,blank,8,0
2,57,17,1227,blank,9,0
2,57,17,1227,blank,10,1
2,57,18,1228,blank,1,0
2,57,18,1228,blank,2,0
2,57,18,1228,blank,3,0
2,57,18,1228,blank,4,0
2,57,18,1228,blank,5,0
2,57,18,1228,blank,6,0
2,57,18,1228,blank,7,0
2,57,18,1228,blank,8,0
2,57,18,1228,blank,9,0
2,57,18,1228,blank,10,1
2,57,19,1229,blank,1,0
2,57,19,1229,blank,2,0
2,57,19,1229,blank,3,0
2,57,19,1229,blank,4,0
2,57,19,1229,blank,5,0
2,57,19,1229,blank,6,0
2,57,19,1229,blank,7,0
2,57,19,1229,blank,8,0
2,57,19,1229,blank,9,0
2,57,19,1229,blank,10,1
2,57,20,1230,blank,1,0
2,57,20,1230,blank,2,0
2,57,20,1230,blank,3,0
2,57,20,1230,blank,4,0
2,57,20,1230,blank,5,0
2,57,20,1230,blank,6,0
2,57,20,1230,blank,7,0
2,57,20,1230,blank,8,0
2,57,20,1230,blank,9,1
2,57,21,1231,blank,1,0
2,57,21,1231,blank,2,0
2,57,21,1231,blank,3,0
2,57,21,1231,blank,4,0
2,57,21,1231,blank,5,0
2,57,21,1231,blank,6,0
2,57,21,1231,blank,7,0
2,57,21,1231,blank,8,0
2,57,21,1231,blank,9,1
2,57,22,1232,blank,1,0
2,57,22,1232,blank,2,0
2,57,22,1232,blank,3,0
2,57,22,1232,blank,4,0
2,57,22,1232,blank,5,0
2,57,22,1232,blank,6,0
2,57,22,1232,blank,7,0
2,57,22,1232,blank,8,0
2,57,22,1232,blank,9,0
2,57,22,1232,blank,10,1
2,58,9,1241,incongruent,1,0
2,58,9,1241,incongruent,2,0
2,58,9,1241,incongruent,3,0
2,58,9,1241,incongruent,4,0
2,58,9,1241,incongruent,5,0
2,58,9,1241,incongruent,6,0
2,58,9,1241,incongruent,7,0
2,58,9,1241,incongruent,8,0
2,58,9,1241,incongruent,9,0
2,58,9,1241,incongruent,10,1
2,58,10,1242,congruent,1,0
2,58,10,1242,congruent,2,0
2,58,10,1242,congruent,3,0
2,58,10,1242,congruent,4,0
2,58,10,1242,congruent,5,0
2,58,10,1242,congruent,6,0
2,58,10,1242,congruent,7,0
2,58,10,1242,congruent,8,0
2,58,10,1242,congruent,9,1
2,58,15,1247,congruent,1,0
2,58,15,1247,congruent,2,0
2,58,15,1247,congruent,3,0
2,58,15,1247,congruent,4,0
2,58,15,1247,congruent,5,0
2,58,15,1247,congruent,6,0
2,58,15,1247,congruent,7,0
2,58,15,1247,congruent,8,0
2,58,15,1247,congruent,9,0
2,58,15,1247,congruent,10,1
2,58,20,1252,incongruent,1,0
2,58,20,1252,incongruent,2,0
2,58,20,1252,incongruent,3,0
2,58,20,1252,incongruent,4,0
2,58,20,1252,incongruent,5,0
2,58,20,1252,incongruent,6,0
2,58,20,1252,incongruent,7,0
2,58,20,1252,incongruent,8,0
2,58,20,1252,incongruent,9,0
2,58,20,1252,incongruent,10,1
2,59,12,1266,incongruent,1,0
2,59,12,1266,incongruent,2,0
2,59,12,1266,incongruent,3,0
2,59,12,1266,incongruent,4,0
2,59,12,1266,incongruent,5,0
2,59,12,1266,incongruent,6,0
2,59,12,1266,incongruent,7,0
2,59,12,1266,incongruent,8,0
2,59,12,1266,incongruent,9,0
2,59,12,1266,incongruent,10,0
2,59,12,1266,incongruent,11,1
2,59,13,1267,congruent,1,0
2,59,13,1267,congruent,2,0
2,59,13,1267,congruent,3,0
2,59,13,1267,congruent,4,0
2,59,13,1267,congruent,5,0
2,59,13,1267,congruent,6,0
2,59,13,1267,congruent,7,0
2,59,13,1267,congruent,8,0
2,59,13,1267,congruent,9,0
2,59,13,1267,congruent,10,1
2,59,14,1268,congruent,1,0
2,59,14,1268,congruent,2,0
2,59,14,1268,congruent,3,0
2,59,14,1268,congruent,4,0
2,59,14,1268,congruent,5,0
2,59,14,1268,congruent,6,0
2,59,14,1268,congruent,7,0
2,59,14,1268,congruent,8,0
2,59,14,1268,congruent,9,0
2,59,14,1268,congruent,10,0
2,59,14,1268,congruent,11,1
2,59,15,1269,incongruent,1,0
2,59,15,1269,incongruent,2,0
2,59,15,1269,incongruent,3,0
2,59,15,1269,incongruent,4,0
2,59,15,1269,incongruent,5,0
2,59,15,1269,incongruent,6,0
2,59,15,1269,incongruent,7,0
2,59,15,1269,incongruent,8,0
2,59,15,1269,incongruent,9,0
2,59,15,1269,incongruent,10,0
2,59,15,1269,incongruent,11,0
2,59,15,1269,incongruent,12,0
2,59,15,1269,incongruent,13,0
2,59,15,1269,incongruent,14,1
2,60,1,1277,incongruent,1,0
2,60,1,1277,incongruent,2,0
2,60,1,1277,incongruent,3,0
2,60,1,1277,incongruent,4,0
2,60,1,1277,incongruent,5,0
2,60,1,1277,incongruent,6,0
2,60,1,1277,incongruent,7,0
2,60,1,1277,incongruent,8,0
2,60,1,1277,incongruent,9,0
2,60,1,1277,incongruent,10,0
2,60,1,1277,incongruent,11,1
2,60,3,1279,incongruent,1,0
2,60,3,1279,incongruent,2,0
2,60,3,1279,incongruent,3,0
2,60,3,1279,incongruent,4,0
2,60,3,1279,incongruent,5,0
2,60,3,1279,incongruent,6,0
2,60,3,1279,incongruent,7,0
2,60,3,1279,incongruent,8,0
2,60,3,1279,incongruent,9,0
2,60,3,1279,incongruent,10,1
2,60,9,1285,congruent,1,0
2,60,9,1285,congruent,2,0
2,60,9,1285,congruent,3,0
2,60,9,1285,congruent,4,0
2,60,9,1285,congruent,5,0
2,60,9,1285,congruent,6,0
2,60,9,1285,congruent,7,0
2,60,9,1285,congruent,8,0
2,60,9,1285,congruent,9,0
2,60,9,1285,congruent,10,0
2,60,9,1285,congruent,11,1
2,60,10,1286,congruent,1,0
2,60,10,1286,congruent,2,0
2,60,10,1286,congruent,3,0
2,60,10,1286,congruent,4,0
2,60,10,1286,congruent,5,0
2,60,10,1286,congruent,6,0
2,60,10,1286,congruent,7,0
2,60,10,1286,congruent,8,1
2,61,2,1300,congruent,1,0
2,61,2,1300,congruent,2,0
2,61,2,1300,congruent,3,0
2,61,2,1300,congruent,4,0
2,61,2,1300,congruent,5,0
2,61,2,1300,congruent,6,0
2,61,2,1300,congruent,7,1
2,61,8,1306,incongruent,1,0
2,61,8,1306,incongruent,2,0
2,61,8,1306,incongruent,3,0
2,61,8,1306,incongruent,4,0
2,61,8,1306,incongruent,5,0
2,61,8,1306,incongruent,6,0
2,61,8,1306,incongruent,7,0
2,61,8,1306,incongruent,8,0
2,61,8,1306,incongruent,9,1
2,61,20,1318,incongruent,1,0
2,61,20,1318,incongruent,2,0
2,61,20,1318,incongruent,3,0
2,61,20,1318,incongruent,4,0
2,61,20,1318,incongruent,5,0
2,61,20,1318,incongruent,6,0
2,61,20,1318,incongruent,7,0
2,61,20,1318,incongruent,8,0
2,61,20,1318,incongruent,9,0
2,61,20,1318,incongruent,10,1
2,61,22,1320,congruent,1,0
2,61,22,1320,congruent,2,0
2,61,22,1320,congruent,3,0
2,61,22,1320,congruent,4,0
2,61,22,1320,congruent,5,0
2,61,22,1320,congruent,6,0
2,61,22,1320,congruent,7,1
2,62,12,1332,congruent,1,0
2,62,12,1332,congruent,2,0
2,62,12,1332,congruent,3,0
2,62,12,1332,congruent,4,0
2,62,12,1332,congruent,5,0
2,62,12,1332,congruent,6,0
2,62,12,1332,congruent,7,0
2,62,12,1332,congruent,8,0
2,62,12,1332,congruent,9,1
2,62,16,1336,congruent,1,0
2,62,16,1336,congruent,2,0
2,62,16,1336,congruent,3,0
2,62,16,1336,congruent,4,0
2,62,16,1336,congruent,5,0
2,62,16,1336,congruent,6,0
2,62,16,1336,congruent,7,0
2,62,16,1336,congruent,8,0
2,62,16,1336,congruent,9,0
2,62,16,1336,congruent,10,1
2,62,21,1341,incongruent,1,0
2,62,21,1341,incongruent,2,0
2,62,21,1341,incongruent,3,0
2,62,21,1341,incongruent,4,0
2,62,21,1341,incongruent,5,1
2,62,22,1342,incongruent,1,0
2,62,22,1342,incongruent,2,0
2,62,22,1342,incongruent,3,0
2,62,22,1342,incongruent,4,0
2,62,22,1342,incongruent,5,0
2,62,22,1342,incongruent,6,0
2,62,22,1342,incongruent,7,0
2,62,22,1342,incongruent,8,0
2,62,22,1342,incongruent,9,0
2,62,22,1342,incongruent,10,0
2,62,22,1342,incongruent,11,0
2,62,22,1342,incongruent,12,0
2,62,22,1342,incongruent,13,1
2,63,2,1344,congruent,1,0
2,63,2,1344,congruent,2,0
2,63,2,1344,congruent,3,0
2,63,2,1344,congruent,4,0
2,63,2,1344,congruent,5,0
2,63,2,1344,congruent,6,0
2,63,2,1344,congruent,7,0
2,63,2,1344,congruent,8,0
2,63,2,1344,congruent,9,0
2,63,2,1344,congruent,10,1
2,63,8,1350,congruent,1,0
2,63,8,1350,congruent,2,0
2,63,8,1350,congruent,3,0
2,63,8,1350,congruent,4,0
2,63,8,1350,congruent,5,0
2,63,8,1350,congruent,6,0
2,63,8,1350,congruent,7,0
2,63,8,1350,congruent,8,0
2,63,8,1350,congruent,9,0
2,63,8,1350,congruent,10,1
2,63,11,1353,incongruent,1,0
2,63,11,1353,incongruent,2,0
2,63,11,1353,incongruent,3,0
2,63,11,1353,incongruent,4,0
2,63,11,1353,incongruent,5,0
2,63,11,1353,incongruent,6,1
2,63,18,1360,incongruent,1,0
2,63,18,1360,incongruent,2,0
2,63,18,1360,incongruent,3,0
2,63,18,1360,incongruent,4,0
2,63,18,1360,incongruent,5,0
2,63,18,1360,incongruent,6,0
2,63,18,1360,incongruent,7,0
2,63,18,1360,incongruent,8,0
2,63,18,1360,incongruent,9,0
2,63,18,1360,incongruent,10,0
2,63,18,1360,incongruent,11,1
2,64,1,1365,blank,1,0
2,64,1,1365,blank,2,0
2,64,1,1365,blank,3,0
2,64,1,1365,blank,4,0
2,64,1,1365,blank,5,0
2,64,1,1365,blank,6,0
2,64,1,1365,blank,7,0
2,64,1,1365,blank,8,0
2,64,1,1365,blank,9,0
2,64,1,1365,blank,10,0
2,64,1,1365,blank,11,0
2,64,1,1365,blank,12,0
2,64,1,1365,blank,13,0
2,64,1,1365,blank,14,0
2,64,1,1365,blank,15,1
2,64,2,1366,blank,1,0
2,64,2,1366,blank,2,0
2,64,2,1366,blank,3,0
2,64,2,1366,blank,4,0
2,64,2,1366,blank,5,0
2,64,2,1366,blank,6,0
2,64,2,1366,blank,7,0
2,64,2,1366,blank,8,0
2,64,2,1366,blank,9,0
2,64,2,1366,blank,10,1
2,64,3,1367,blank,1,0
2,64,3,1367,blank,2,0
2,64,3,1367,blank,3,0
2,64,3,1367,blank,4,0
2,64,3,1367,blank,5,0
2,64,3,1367,blank,6,0
2,64,3,1367,blank,7,0
2,64,3,1367,blank,8,0
2,64,3,1367,blank,9,0
2,64,3,1367,blank,10,1
2,64,4,1368,blank,1,0
2,64,4,1368,blank,2,0
2,64,4,1368,blank,3,0
2,64,4,1368,blank,4,0
2,64,4,1368,blank,5,0
2,64,4,1368,blank,6,0
2,64,4,1368,blank,7,0
2,64,4,1368,blank,8,0
2,64,4,1368,blank,9,1
2,64,5,1369,blank,1,0
2,64,5,1369,blank,2,0
2,64,5,1369,blank,3,0
2,64,5,1369,blank,4,0
2,64,5,1369,blank,5,0
2,64,5,1369,blank,6,0
2,64,5,1369,blank,7,0
2,64,5,1369,blank,8,0
2,64,5,1369,blank,9,1
2,64,6,1370,blank,1,0
2,64,6,1370,blank,2,0
2,64,6,1370,blank,3,0
2,64,6,1370,blank,4,0
2,64,6,1370,blank,5,0
2,64,6,1370,blank,6,0
2,64,6,1370,blank,7,0
2,64,6,1370,blank,8,0
2,64,6,1370,blank,9,0
2,64,6,1370,blank,10,1
2,64,7,1371,blank,1,0
2,64,7,1371,blank,2,0
2,64,7,1371,blank,3,0
2,64,7,1371,blank,4,0
2,64,7,1371,blank,5,0
2,64,7,1371,blank,6,0
2,64,7,1371,blank,7,0
2,64,7,1371,blank,8,0
2,64,7,1371,blank,9,1
2,64,8,1372,blank,1,0
2,64,8,1372,blank,2,0
2,64,8,1372,blank,3,0
2,64,8,1372,blank,4,0
2,64,8,1372,blank,5,0
2,64,8,1372,blank,6,0
2,64,8,1372,blank,7,0
2,64,8,1372,blank,8,0
2,64,8,1372,blank,9,0
2,64,8,1372,blank,10,1
2,64,9,1373,blank,1,0
2,64,9,1373,blank,2,0
2,64,9,1373,blank,3,0
2,64,9,1373,blank,4,0
2,64,9,1373,blank,5,0
2,64,9,1373,blank,6,0
2,64,9,1373,blank,7,0
2,64,9,1373,blank,8,0
2,64,9,1373,blank,9,1
2,64,10,1374,blank,1,0
2,64,10,1374,blank,2,0
2,64,10,1374,blank,3,0
2,64,10,1374,blank,4,0
2,64,10,1374,blank,5,0
2,64,10,1374,blank,6,0
2,64,10,1374,blank,7,0
2,64,10,1374,blank,8,1
2,64,11,1375,blank,1,0
2,64,11,1375,blank,2,0
2,64,11,1375,blank,3,0
2,64,11,1375,blank,4,0
2,64,11,1375,blank,5,0
2,64,11,1375,blank,6,0
2,64,11,1375,blank,7,0
2,64,11,1375,blank,8,0
2,64,11,1375,blank,9,1
2,64,12,1376,blank,1,0
2,64,12,1376,blank,2,0
2,64,12,1376,blank,3,0
2,64,12,1376,blank,4,0
2,64,12,1376,blank,5,0
2,64,12,1376,blank,6,0
2,64,12,1376,blank,7,0
2,64,12,1376,blank,8,0
2,64,12,1376,blank,9,1
2,64,13,1377,blank,1,0
2,64,13,1377,blank,2,0
2,64,13,1377,blank,3,0
2,64,13,1377,blank,4,0
2,64,13,1377,blank,5,0
2,64,13,1377,blank,6,0
2,64,13,1377,blank,7,0
2,64,13,1377,blank,8,0
2,64,13,1377,blank,9,0
2,64,13,1377,blank,10,1
2,64,14,1378,blank,1,0
2,64,14,1378,blank,2,0
2,64,14,1378,blank,3,0
2,64,14,1378,blank,4,0
2,64,14,1378,blank,5,0
2,64,14,1378,blank,6,0
2,64,14,1378,blank,7,0
2,64,14,1378,blank,8,0
2,64,14,1378,blank,9,1
2,64,15,1379,blank,1,0
2,64,15,1379,blank,2,0
2,64,15,1379,blank,3,0
2,64,15,1379,blank,4,0
2,64,15,1379,blank,5,0
2,64,15,1379,blank,6,0
2,64,15,1379,blank,7,0
2,64,15,1379,blank,8,0
2,64,15,1379,blank,9,0
2,64,15,1379,blank,10,0
2,64,15,1379,blank,11,0
2,64,15,1379,blank,12,1
2,64,16,1380,blank,1,0
2,64,16,1380,blank,2,0
2,64,16,1380,blank,3,0
2,64,16,1380,blank,4,0
2,64,16,1380,blank,5,0
2,64,16,1380,blank,6,0
2,64,16,1380,blank,7,0
2,64,16,1380,blank,8,0
2,64,16,1380,blank,9,0
2,64,16,1380,blank,10,1
2,64,17,1381,blank,1,0
2,64,17,1381,blank,2,0
2,64,17,1381,blank,3,0
2,64,17,1381,blank,4,0
2,64,17,1381,blank,5,0
2,64,17,1381,blank,6,0
2,64,17,1381,blank,7,0
2,64,17,1381,blank,8,0
2,64,17,1381,blank,9,1
2,64,18,1382,blank,1,0
2,64,18,1382,blank,2,0
2,64,18,1382,blank,3,0
2,64,18,1382,blank,4,0
2,64,18,1382,blank,5,0
2,64,18,1382,blank,6,0
2,64,18,1382,blank,7,0
2,64,18,1382,blank,8,0
2,64,18,1382,blank,9,1
2,64,19,1383,blank,1,0
2,64,19,1383,blank,2,0
2,64,19,1383,blank,3,0
2,64,19,1383,blank,4,0
2,64,19,1383,blank,5,0
2,64,19,1383,blank,6,0
2,64,19,1383,blank,7,0
2,64,19,1383,blank,8,0
2,64,19,1383,blank,9,1
2,64,20,1384,blank,1,0
2,64,20,1384,blank,2,0
2,64,20,1384,blank,3,0
2,64,20,1384,blank,4,0
2,64,20,1384,blank,5,0
2,64,20,1384,blank,6,0
2,64,20,1384,blank,7,0
2,64,20,1384,blank,8,0
2,64,20,1384,blank,9,1
2,64,21,1385,blank,1,0
2,64,21,1385,blank,2,0
2,64,21,1385,blank,3,0
2,64,21,1385,blank,4,0
2,64,21,1385,blank,5,0
2,64,21,1385,blank,6,0
2,64,21,1385,blank,7,0
2,64,21,1385,blank,8,0
2,64,21,1385,blank,9,0
2,64,21,1385,blank,10,0
2,64,21,1385,blank,11,1
2,64,22,1386,blank,1,0
2,64,22,1386,blank,2,0
2,64,22,1386,blank,3,0
2,64,22,1386,blank,4,0
2,64,22,1386,blank,5,0
2,64,22,1386,blank,6,0
2,64,22,1386,blank,7,0
2,64,22,1386,blank,8,0
2,64,22,1386,blank,9,0
2,64,22,1386,blank,10,0
2,64,22,1386,blank,11,1
2,65,5,1391,incongruent,1,0
2,65,5,1391,incongruent,2,0
2,65,5,1391,incongruent,3,0
2,65,5,1391,incongruent,4,0
2,65,5,1391,incongruent,5,0
2,65,5,1391,incongruent,6,0
2,65,5,1391,incongruent,7,0
2,65,5,1391,incongruent,8,0
2,65,5,1391,incongruent,9,0
2,65,5,1391,incongruent,10,0
2,65,5,1391,incongruent,11,0
2,65,5,1391,incongruent,12,0
2,65,5,1391,incongruent,13,0
2,65,5,1391,incongruent,14,1
2,65,9,1395,congruent,1,0
2,65,9,1395,congruent,2,0
2,65,9,1395,congruent,3,0
2,65,9,1395,congruent,4,0
2,65,9,1395,congruent,5,0
2,65,9,1395,congruent,6,0
2,65,9,1395,congruent,7,0
2,65,9,1395,congruent,8,0
2,65,9,1395,congruent,9,0
2,65,9,1395,congruent,10,0
2,65,9,1395,congruent,11,1
2,65,10,1396,incongruent,1,0
2,65,10,1396,incongruent,2,0
2,65,10,1396,incongruent,3,0
2,65,10,1396,incongruent,4,0
2,65,10,1396,incongruent,5,0
2,65,10,1396,incongruent,6,0
2,65,10,1396,incongruent,7,0
2,65,10,1396,incongruent,8,0
2,65,10,1396,incongruent,9,0
2,65,10,1396,incongruent,10,1
2,65,21,1407,congruent,1,0
2,65,21,1407,congruent,2,0
2,65,21,1407,congruent,3,0
2,65,21,1407,congruent,4,0
2,65,21,1407,congruent,5,0
2,65,21,1407,congruent,6,0
2,65,21,1407,congruent,7,0
2,65,21,1407,congruent,8,0
2,65,21,1407,congruent,9,0
2,65,21,1407,congruent,10,1
2,66,5,1413,incongruent,1,0
2,66,5,1413,incongruent,2,0
2,66,5,1413,incongruent,3,0
2,66,5,1413,incongruent,4,0
2,66,5,1413,incongruent,5,0
2,66,5,1413,incongruent,6,0
2,66,5,1413,incongruent,7,0
2,66,5,1413,incongruent,8,0
2,66,5,1413,incongruent,9,0
2,66,5,1413,incongruent,10,0
2,66,5,1413,incongruent,11,0
2,66,5,1413,incongruent,12,1
2,66,8,1416,congruent,1,0
2,66,8,1416,congruent,2,0
2,66,8,1416,congruent,3,0
2,66,8,1416,congruent,4,0
2,66,8,1416,congruent,5,0
2,66,8,1416,congruent,6,0
2,66,8,1416,congruent,7,0
2,66,8,1416,congruent,8,0
2,66,8,1416,congruent,9,0
2,66,8,1416,congruent,10,0
2,66,8,1416,congruent,11,1
2,66,10,1418,incongruent,1,0
2,66,10,1418,incongruent,2,0
2,66,10,1418,incongruent,3,0
2,66,10,1418,incongruent,4,0
2,66,10,1418,incongruent,5,0
2,66,10,1418,incongruent,6,0
2,66,10,1418,incongruent,7,0
2,66,10,1418,incongruent,8,0
2,66,10,1418,incongruent,9,0
2,66,10,1418,incongruent,10,1
2,66,19,1427,congruent,1,0
2,66,19,1427,congruent,2,0
2,66,19,1427,congruent,3,0
2,66,19,1427,congruent,4,0
2,66,19,1427,congruent,5,0
2,66,19,1427,congruent,6,0
2,66,19,1427,congruent,7,0
2,66,19,1427,congruent,8,0
2,66,19,1427,congruent,9,0
2,66,19,1427,congruent,10,1
2,67,1,1431,congruent,1,0
2,67,1,1431,congruent,2,0
2,67,1,1431,congruent,3,0
2,67,1,1431,congruent,4,0
2,67,1,1431,congruent,5,0
2,67,1,1431,congruent,6,0
2,67,1,1431,congruent,7,0
2,67,1,1431,congruent,8,0
2,67,1,1431,congruent,9,0
2,67,1,1431,congruent,10,1
2,67,2,1432,incongruent,1,0
2,67,2,1432,incongruent,2,0
2,67,2,1432,incongruent,3,0
2,67,2,1432,incongruent,4,0
2,67,2,1432,incongruent,5,0
2,67,2,1432,incongruent,6,0
2,67,2,1432,incongruent,7,0
2,67,2,1432,incongruent,8,0
2,67,2,1432,incongruent,9,0
2,67,2,1432,incongruent,10,0
2,67,2,1432,incongruent,11,1
2,67,9,1439,incongruent,1,0
2,67,9,1439,incongruent,2,0
2,67,9,1439,incongruent,3,0
2,67,9,1439,incongruent,4,0
2,67,9,1439,incongruent,5,0
2,67,9,1439,incongruent,6,0
2,67,9,1439,incongruent,7,0
2,67,9,1439,incongruent,8,0
2,67,9,1439,incongruent,9,0
2,67,9,1439,incongruent,10,0
2,67,9,1439,incongruent,11,0
2,67,9,1439,incongruent,12,1
2,67,16,1446,congruent,1,0
2,67,16,1446,congruent,2,0
2,67,16,1446,congruent,3,0
2,67,16,1446,congruent,4,0
2,67,16,1446,congruent,5,0
2,67,16,1446,congruent,6,0
2,67,16,1446,congruent,7,0
2,67,16,1446,congruent,8,0
2,67,16,1446,congruent,9,1
2,68,1,1453,incongruent,1,0
2,68,1,1453,incongruent,2,0
2,68,1,1453,incongruent,3,0
2,68,1,1453,incongruent,4,0
2,68,1,1453,incongruent,5,0
