pid,bl,tr,trial,condition,period,event
1,2,4,4,congruent,1,0
1,2,4,4,congruent,2,0
1,2,4,4,congruent,3,0
1,2,4,4,congruent,4,0
1,2,4,4,congruent,5,0
1,2,4,4,congruent,6,0
1,2,4,4,congruent,7,0
1,2,4,4,congruent,8,0
1,2,4,4,congruent,9,0
1,2,4,4,congruent,10,0
1,2,4,4,congruent,11,0
1,2,4,4,congruent,12,1
1,2,5,5,incongruent,1,0
1,2,5,5,incongruent,2,0
1,2,5,5,incongruent,3,0
1,2,5,5,incongruent,4,0
1,2,5,5,incongruent,5,0
1,2,5,5,incongruent,6,0
1,2,5,5,incongruent,7,0
1,2,5,5,incongruent,8,0
1,2,5,5,incongruent,9,0
1,2,5,5,incongruent,10,0
1,2,5,5,incongruent,11,0
1,2,5,5,incongruent,12,0
1,2,5,5,incongruent,13,0
1,2,5,5,incongruent,14,0
1,2,5,5,incongruent,15,1
1,2,15,15,congruent,1,0
1,2,15,15,congruent,2,0
1,2,15,15,congruent,3,0
1,2,15,15,congruent,4,0
1,2,15,15,congruent,5,0
1,2,15,15,congruent,6,0
1,2,15,15,congruent,7,0
1,2,15,15,congruent,8,0
1,2,15,15,congruent,9,0
1,2,15,15,congruent,10,0
1,2,15,15,congruent,11,0
1,2,15,15,congruent,12,0
1,2,15,15,congruent,13,0
1,2,15,15,congruent,14,1
1,2,17,17,incongruent,1,0
1,2,17,17,incongruent,2,0
1,2,17,17,incongruent,3,0
1,2,17,17,incongruent,4,0
1,2,17,17,incongruent,5,0
1,2,17,17,incongruent,6,0
1,2,17,17,incongruent,7,0
1,2,17,17,incongruent,8,0
1,2,17,17,incongruent,9,0
1,2,17,17,incongruent,10,0
1,2,17,17,incongruent,11,0
1,2,17,17,incongruent,12,0
1,2,17,17,incongruent,13,0
1,2,17,17,incongruent,14,0
1,2,17,17,incongruent,15,1
1,3,7,29,congruent,1,0
1,3,7,29,congruent,2,0
1,3,7,29,congruent,3,0
1,3,7,29,congruent,4,0
1,3,7,29,congruent,5,0
1,3,7,29,congruent,6,0
1,3,7,29,congruent,7,0
1,3,7,29,congruent,8,0
1,3,7,29,congruent,9,0
1,3,7,29,congruent,10,0
1,3,7,29,congruent,11,0
1,3,7,29,congruent,12,1
1,3,9,31,incongruent,1,0
1,3,9,31,incongruent,2,0
1,3,9,31,incongruent,3,0
1,3,9,31,incongruent,4,0
1,3,9,31,incongruent,5,0
1,3,9,31,incongruent,6,0
1,3,9,31,incongruent,7,0
1,3,9,31,incongruent,8,0
1,3,9,31,incongruent,9,0
1,3,9,31,incongruent,10,0
1,3,9,31,incongruent,11,0
1,3,9,31,incongruent,12,0
1,3,9,31,incongruent,13,0
1,3,9,31,incongruent,14,0
1,3,9,31,incongruent,15,0
1,3,11,33,incongruent,1,0
1,3,11,33,incongruent,2,0
1,3,11,33,incongruent,3,0
1,3,11,33,incongruent,4,0
1,3,11,33,incongruent,5,0
1,3,11,33,incongruent,6,0
1,3,11,33,incongruent,7,0
1,3,11,33,incongruent,8,0
1,3,11,33,incongruent,9,0
1,3,11,33,incongruent,10,0
1,3,11,33,incongruent,11,0
1,3,11,33,incongruent,12,0
1,3,11,33,incongruent,13,1
1,3,19,41,congruent,1,0
1,3,19,41,congruent,2,0
1,3,19,41,congruent,3,0
1,3,19,41,congruent,4,0
1,3,19,41,congruent,5,0
1,3,19,41,congruent,6,0
1,3,19,41,congruent,7,0
1,3,19,41,congruent,8,0
1,3,19,41,congruent,9,0
1,3,19,41,congruent,10,0
1,3,19,41,congruent,11,1
1,4,4,48,incongruent,1,0
1,4,4,48,incongruent,2,0
1,4,4,48,incongruent,3,0
1,4,4,48,incongruent,4,0
1,4,4,48,incongruent,5,0
1,4,4,48,incongruent,6,0
1,4,4,48,incongruent,7,0
1,4,4,48,incongruent,8,0
1,4,4,48,incongruent,9,0
1,4,4,48,incongruent,10,0
1,4,4,48,incongruent,11,1
1,4,9,53,incongruent,1,0
1,4,9,53,incongruent,2,0
1,4,9,53,incongruent,3,0
1,4,9,53,incongruent,4,0
1,4,9,53,incongruent,5,0
1,4,9,53,incongruent,6,0
1,4,9,53,incongruent,7,0
1,4,9,53,incongruent,8,0
1,4,9,53,incongruent,9,0
1,4,9,53,incongruent,10,0
1,4,9,53,incongruent,11,1
1,4,13,57,congruent,1,0
1,4,13,57,congruent,2,0
1,4,13,57,congruent,3,0
1,4,13,57,congruent,4,0
1,4,13,57,congruent,5,0
1,4,13,57,congruent,6,0
1,4,13,57,congruent,7,0
1,4,13,57,congruent,8,1
1,4,14,58,congruent,1,0
1,4,14,58,congruent,2,0
1,4,14,58,congruent,3,0
1,4,14,58,congruent,4,0
1,4,14,58,congruent,5,0
1,4,14,58,congruent,6,0
1,4,14,58,congruent,7,0
1,4,14,58,congruent,8,0
1,4,14,58,congruent,9,1
1,5,7,73,incongruent,1,0
1,5,7,73,incongruent,2,0
1,5,7,73,incongruent,3,0
1,5,7,73,incongruent,4,0
1,5,7,73,incongruent,5,0
1,5,7,73,incongruent,6,0
1,5,7,73,incongruent,7,1
1,5,8,74,congruent,1,0
1,5,8,74,congruent,2,0
1,5,8,74,congruent,3,0
1,5,8,74,congruent,4,0
1,5,8,74,congruent,5,0
1,5,8,74,congruent,6,0
1,5,8,74,congruent,7,0
1,5,8,74,congruent,8,0
1,5,8,74,congruent,9,0
1,5,8,74,congruent,10,1
1,5,18,84,incongruent,1,0
1,5,18,84,incongruent,2,0
1,5,18,84,incongruent,3,0
1,5,18,84,incongruent,4,0
1,5,18,84,incongruent,5,0
1,5,18,84,incongruent,6,0
1,5,18,84,incongruent,7,0
1,5,18,84,incongruent,8,0
1,5,18,84,incongruent,9,0
1,5,18,84,incongruent,10,0
1,5,18,84,incongruent,11,0
1,5,18,84,incongruent,12,0
1,5,18,84,incongruent,13,0
1,5,18,84,incongruent,14,0
1,5,18,84,incongruent,15,1
1,5,19,85,congruent,1,0
1,5,19,85,congruent,2,0
1,5,19,85,congruent,3,0
1,5,19,85,congruent,4,0
1,5,19,85,congruent,5,0
1,5,19,85,congruent,6,0
1,5,19,85,congruent,7,0
1,5,19,85,congruent,8,0
1,5,19,85,congruent,9,0
1,5,19,85,congruent,10,0
1,5,19,85,congruent,11,0
1,5,19,85,congruent,12,0
1,5,19,85,congruent,13,1
1,6,4,92,congruent,1,0
1,6,4,92,congruent,2,0
1,6,4,92,congruent,3,0
1,6,4,92,congruent,4,0
1,6,4,92,congruent,5,0
1,6,4,92,congruent,6,0
1,6,4,92,congruent,7,0
1,6,4,92,congruent,8,0
1,6,4,92,congruent,9,0
1,6,4,92,congruent,10,0
1,6,4,92,congruent,11,0
1,6,4,92,congruent,12,1
1,6,5,93,congruent,1,0
1,6,5,93,congruent,2,0
1,6,5,93,congruent,3,0
1,6,5,93,congruent,4,0
1,6,5,93,congruent,5,0
1,6,5,93,congruent,6,0
1,6,5,93,congruent,7,0
1,6,5,93,congruent,8,0
1,6,5,93,congruent,9,0
1,6,5,93,congruent,10,0
1,6,5,93,congruent,11,0
1,6,5,93,congruent,12,1
1,6,9,97,incongruent,1,0
1,6,9,97,incongruent,2,0
1,6,9,97,incongruent,3,0
1,6,9,97,incongruent,4,0
1,6,9,97,incongruent,5,0
1,6,9,97,incongruent,6,0
1,6,9,97,incongruent,7,0
1,6,9,97,incongruent,8,1
1,6,20,108,incongruent,1,0
1,6,20,108,incongruent,2,0
1,6,20,108,incongruent,3,0
1,6,20,108,incongruent,4,0
1,6,20,108,incongruent,5,0
1,6,20,108,incongruent,6,0
1,6,20,108,incongruent,7,0
1,6,20,108,incongruent,8,0
1,6,20,108,incongruent,9,0
1,6,20,108,incongruent,10,0
1,6,20,108,incongruent,11,1
1,7,9,119,congruent,1,0
1,7,9,119,congruent,2,0
1,7,9,119,congruent,3,0
1,7,9,119,congruent,4,0
1,7,9,119,congruent,5,0
1,7,9,119,congruent,6,1
1,7,15,125,incongruent,1,0
1,7,15,125,incongruent,2,0
1,7,15,125,incongruent,3,0
1,7,15,125,incongruent,4,0
1,7,15,125,incongruent,5,0
1,7,15,125,incongruent,6,0
1,7,15,125,incongruent,7,0
1,7,15,125,incongruent,8,0
1,7,15,125,incongruent,9,0
1,7,15,125,incongruent,10,0
1,7,15,125,incongruent,11,0
1,7,15,125,incongruent,12,1
1,7,17,127,congruent,1,0
1,7,17,127,congruent,2,0
1,7,17,127,congruent,3,0
1,7,17,127,congruent,4,0
1,7,17,127,congruent,5,0
1,7,17,127,congruent,6,0
1,7,17,127,congruent,7,0
1,7,17,127,congruent,8,0
1,7,17,127,congruent,9,0
1,7,17,127,congruent,10,0
1,7,17,127,congruent,11,1
1,7,22,132,incongruent,1,0
1,7,22,132,incongruent,2,0
1,7,22,132,incongruent,3,0
1,7,22,132,incongruent,4,0
1,7,22,132,incongruent,5,0
1,7,22,132,incongruent,6,0
1,7,22,132,incongruent,7,0
1,7,22,132,incongruent,8,0
1,7,22,132,incongruent,9,0
1,7,22,132,incongruent,10,0
1,7,22,132,incongruent,11,0
1,7,22,132,incongruent,12,0
1,7,22,132,incongruent,13,0
1,7,22,132,incongruent,14,0
1,7,22,132,incongruent,15,1
1,8,1,133,blank,1,0
1,8,1,133,blank,2,0
1,8,1,133,blank,3,0
1,8,1,133,blank,4,0
1,8,1,133,blank,5,1
1,8,2,134,blank,1,0
1,8,2,134,blank,2,0
1,8,2,134,blank,3,0
1,8,2,134,blank,4,0
1,8,2,134,blank,5,0
1,8,2,134,blank,6,0
1,8,2,134,blank,7,0
1,8,2,134,blank,8,0
1,8,2,134,blank,9,0
1,8,2,134,blank,10,0
1,8,2,134,blank,11,0
1,8,2,134,blank,12,0
1,8,2,134,blank,13,0
1,8,2,134,blank,14,1
1,8,3,135,blank,1,0
1,8,3,135,blank,2,0
1,8,3,135,blank,3,0
1,8,3,135,blank,4,0
1,8,3,135,blank,5,0
1,8,3,135,blank,6,0
1,8,3,135,blank,7,0
1,8,3,135,blank,8,0
1,8,3,135,blank,9,0
1,8,3,135,blank,10,0
1,8,3,135,blank,11,1
1,8,4,136,blank,1,0
1,8,4,136,blank,2,0
1,8,4,136,blank,3,0
1,8,4,136,blank,4,0
1,8,4,136,blank,5,0
1,8,4,136,blank,6,0
1,8,4,136,blank,7,0
1,8,4,136,blank,8,0
1,8,4,136,blank,9,0
1,8,4,136,blank,10,0
1,8,4,136,blank,11,1
1,8,5,137,blank,1,0
1,8,5,137,blank,2,0
1,8,5,137,blank,3,0
1,8,5,137,blank,4,0
1,8,5,137,blank,5,0
1,8,5,137,blank,6,0
1,8,5,137,blank,7,0
1,8,5,137,blank,8,1
1,8,6,138,blank,1,0
1,8,6,138,blank,2,0
1,8,6,138,blank,3,0
1,8,6,138,blank,4,0
1,8,6,138,blank,5,0
1,8,6,138,blank,6,0
1,8,6,138,blank,7,1
1,8,7,139,blank,1,0
1,8,7,139,blank,2,0
1,8,7,139,blank,3,0
1,8,7,139,blank,4,0
1,8,7,139,blank,5,0
1,8,7,139,blank,6,1
1,8,8,140,blank,1,0
1,8,8,140,blank,2,0
1,8,8,140,blank,3,0
1,8,8,140,blank,4,0
1,8,8,140,blank,5,0
1,8,8,140,blank,6,0
1,8,8,140,blank,7,0
1,8,8,140,blank,8,0
1,8,8,140,blank,9,0
1,8,8,140,blank,10,1
1,8,9,141,blank,1,0
1,8,9,141,blank,2,0
1,8,9,141,blank,3,0
1,8,9,141,blank,4,0
1,8,9,141,blank,5,0
1,8,9,141,blank,6,0
1,8,9,141,blank,7,0
1,8,9,141,blank,8,1
1,8,10,142,blank,1,0
1,8,10,142,blank,2,0
1,8,10,142,blank,3,0
1,8,10,142,blank,4,0
1,8,10,142,blank,5,0
1,8,10,142,blank,6,0
1,8,10,142,blank,7,0
1,8,10,142,blank,8,1
1,8,11,143,blank,1,0
1,8,11,143,blank,2,0
1,8,11,143,blank,3,0
1,8,11,143,blank,4,0
1,8,11,143,blank,5,0
1,8,11,143,blank,6,0
1,8,11,143,blank,7,0
1,8,11,143,blank,8,1
1,8,12,144,blank,1,0
1,8,12,144,blank,2,0
1,8,12,144,blank,3,0
1,8,12,144,blank,4,0
1,8,12,144,blank,5,0
1,8,12,144,blank,6,0
1,8,12,144,blank,7,0
1,8,12,144,blank,8,0
1,8,12,144,blank,9,0
1,8,12,144,blank,10,0
1,8,12,144,blank,11,0
1,8,12,144,blank,12,1
1,8,13,145,blank,1,0
1,8,13,145,blank,2,0
1,8,13,145,blank,3,0
1,8,13,145,blank,4,0
1,8,13,145,blank,5,0
1,8,13,145,blank,6,0
1,8,13,145,blank,7,0
1,8,13,145,blank,8,0
1,8,13,145,blank,9,0
1,8,13,145,blank,10,0
1,8,13,145,blank,11,0
1,8,13,145,blank,12,1
1,8,14,146,blank,1,0
1,8,14,146,blank,2,0
1,8,14,146,blank,3,0
1,8,14,146,blank,4,0
1,8,14,146,blank,5,0
1,8,14,146,blank,6,0
1,8,14,146,blank,7,0
1,8,14,146,blank,8,0
1,8,14,146,blank,9,1
1,8,15,147,blank,1,0
1,8,15,147,blank,2,0
1,8,15,147,blank,3,0
1,8,15,147,blank,4,0
1,8,15,147,blank,5,0
1,8,15,147,blank,6,0
1,8,15,147,blank,7,1
1,8,16,148,blank,1,0
1,8,16,148,blank,2,0
1,8,16,148,blank,3,0
1,8,16,148,blank,4,0
1,8,16,148,blank,5,0
1,8,16,148,blank,6,0
1,8,16,148,blank,7,0
1,8,16,148,blank,8,0
1,8,16,148,blank,9,0
1,8,16,148,blank,10,1
1,8,17,149,blank,1,0
1,8,17,149,blank,2,0
1,8,17,149,blank,3,0
1,8,17,149,blank,4,0
1,8,17,149,blank,5,0
1,8,17,149,blank,6,0
1,8,17,149,blank,7,1
1,8,18,150,blank,1,0
1,8,18,150,blank,2,0
1,8,18,150,blank,3,0
1,8,18,150,blank,4,0
1,8,18,150,blank,5,0
1,8,18,150,blank,6,0
1,8,18,150,blank,7,1
1,8,19,151,blank,1,0
1,8,19,151,blank,2,0
1,8,19,151,blank,3,0
1,8,19,151,blank,4,0
1,8,19,151,blank,5,0
1,8,19,151,blank,6,1
1,8,20,152,blank,1,0
1,8,20,152,blank,2,0
1,8,20,152,blank,3,0
1,8,20,152,blank,4,0
1,8,20,152,blank,5,0
1,8,20,152,blank,6,0
1,8,20,152,blank,7,1
1,8,21,153,blank,1,0
1,8,21,153,blank,2,0
1,8,21,153,blank,3,0
1,8,21,153,blank,4,0
1,8,21,153,blank,5,0
1,8,21,153,blank,6,0
1,8,21,153,blank,7,0
1,8,21,153,blank,8,0
1,8,21,153,blank,9,1
1,8,22,154,blank,1,0
1,8,22,154,blank,2,0
1,8,22,154,blank,3,0
1,8,22,154,blank,4,0
1,8,22,154,blank,5,0
1,8,22,154,blank,6,0
1,8,22,154,blank,7,0
1,8,22,154,blank,8,0
1,8,22,154,blank,9,0
1,8,22,154,blank,10,1
1,9,9,163,congruent,1,0
1,9,9,163,congruent,2,0
1,9,9,163,congruent,3,0
1,9,9,163,congruent,4,0
1,9,9,163,congruent,5,0
1,9,9,163,congruent,6,0
1,9,9,163,congruent,7,0
1,9,9,163,congruent,8,0
1,9,9,163,congruent,9,1
1,9,15,169,incongruent,1,0
1,9,15,169,incongruent,2,0
1,9,15,169,incongruent,3,0
1,9,15,169,incongruent,4,0
1,9,15,169,incongruent,5,0
1,9,15,169,incongruent,6,0
1,9,15,169,incongruent,7,0
1,9,15,169,incongruent,8,0
1,9,15,169,incongruent,9,0
1,9,15,169,incongruent,10,0
1,9,15,169,incongruent,11,1
1,9,17,171,congruent,1,0
1,9,17,171,congruent,2,0
1,9,17,171,congruent,3,0
1,9,17,171,congruent,4,0
1,9,17,171,congruent,5,0
1,9,17,171,congruent,6,0
1,9,17,171,congruent,7,0
1,9,17,171,congruent,8,0
1,9,17,171,congruent,9,0
1,9,17,171,congruent,10,1
1,9,22,176,incongruent,1,0
1,9,22,176,incongruent,2,0
1,9,22,176,incongruent,3,0
1,9,22,176,incongruent,4,0
1,9,22,176,incongruent,5,0
1,9,22,176,incongruent,6,0
1,9,22,176,incongruent,7,0
1,9,22,176,incongruent,8,0
1,9,22,176,incongruent,9,0
1,9,22,176,incongruent,10,0
1,9,22,176,incongruent,11,1
1,10,7,183,incongruent,1,0
1,10,7,183,incongruent,2,0
1,10,7,183,incongruent,3,0
1,10,7,183,incongruent,4,0
1,10,7,183,incongruent,5,0
1,10,7,183,incongruent,6,0
1,10,7,183,incongruent,7,0
1,10,7,183,incongruent,8,0
1,10,7,183,incongruent,9,0
1,10,7,183,incongruent,10,0
1,10,7,183,incongruent,11,0
1,10,7,183,incongruent,12,0
1,10,7,183,incongruent,13,1
1,10,10,186,incongruent,1,0
1,10,10,186,incongruent,2,0
1,10,10,186,incongruent,3,0
1,10,10,186,incongruent,4,0
1,10,10,186,incongruent,5,0
1,10,10,186,incongruent,6,0
1,10,10,186,incongruent,7,0
1,10,10,186,incongruent,8,0
1,10,10,186,incongruent,9,0
1,10,10,186,incongruent,10,0
1,10,10,186,incongruent,11,0
1,10,10,186,incongruent,12,0
1,10,10,186,incongruent,13,0
1,10,10,186,incongruent,14,0
1,10,10,186,incongruent,15,0
1,10,14,190,congruent,1,0
1,10,14,190,congruent,2,0
1,10,14,190,congruent,3,0
1,10,14,190,congruent,4,0
1,10,14,190,congruent,5,0
1,10,14,190,congruent,6,0
1,10,14,190,congruent,7,1
1,10,20,196,congruent,1,0
1,10,20,196,congruent,2,0
1,10,20,196,congruent,3,0
1,10,20,196,congruent,4,0
1,10,20,196,congruent,5,0
1,10,20,196,congruent,6,0
1,10,20,196,congruent,7,0
1,10,20,196,congruent,8,0
1,10,20,196,congruent,9,1
1,11,1,199,incongruent,1,0
1,11,1,199,incongruent,2,0
1,11,1,199,incongruent,3,0
1,11,1,199,incongruent,4,0
1,11,1,199,incongruent,5,0
1,11,1,199,incongruent,6,0
1,11,1,199,incongruent,7,0
1,11,1,199,incongruent,8,0
1,11,1,199,incongruent,9,0
1,11,1,199,incongruent,10,0
1,11,1,199,incongruent,11,0
1,11,1,199,incongruent,12,0
1,11,1,199,incongruent,13,0
1,11,1,199,incongruent,14,1
1,11,6,204,congruent,1,0
1,11,6,204,congruent,2,0
1,11,6,204,congruent,3,0
1,11,6,204,congruent,4,0
1,11,6,204,congruent,5,0
1,11,6,204,congruent,6,0
1,11,6,204,congruent,7,0
1,11,6,204,congruent,8,0
1,11,6,204,congruent,9,0
1,11,6,204,congruent,10,0
1,11,6,204,congruent,11,1
1,11,16,214,congruent,1,0
1,11,16,214,congruent,2,0
1,11,16,214,congruent,3,0
1,11,16,214,congruent,4,0
1,11,16,214,congruent,5,0
1,11,16,214,congruent,6,0
1,11,16,214,congruent,7,0
1,11,16,214,congruent,8,0
1,11,16,214,congruent,9,1
1,11,18,216,incongruent,1,0
1,11,18,216,incongruent,2,0
1,11,18,216,incongruent,3,0
1,11,18,216,incongruent,4,0
1,11,18,216,incongruent,5,0
1,11,18,216,incongruent,6,0
1,11,18,216,incongruent,7,0
1,11,18,216,incongruent,8,0
1,11,18,216,incongruent,9,0
1,11,18,216,incongruent,10,0
1,11,18,216,incongruent,11,0
1,11,18,216,incongruent,12,0
1,11,18,216,incongruent,13,1
1,12,5,225,congruent,1,0
1,12,5,225,congruent,2,0
1,12,5,225,congruent,3,0
1,12,5,225,congruent,4,0
1,12,5,225,congruent,5,0
1,12,5,225,congruent,6,0
1,12,5,225,congruent,7,0
1,12,5,225,congruent,8,0
1,12,5,225,congruent,9,0
1,12,5,225,congruent,10,1
1,12,6,226,congruent,1,0
1,12,6,226,congruent,2,0
1,12,6,226,congruent,3,0
1,12,6,226,congruent,4,0
1,12,6,226,congruent,5,0
1,12,6,226,congruent,6,0
1,12,6,226,congruent,7,0
1,12,6,226,congruent,8,0
1,12,6,226,congruent,9,1
1,12,12,232,incongruent,1,0
1,12,12,232,incongruent,2,0
1,12,12,232,incongruent,3,0
1,12,12,232,incongruent,4,0
1,12,12,232,incongruent,5,0
1,12,12,232,incongruent,6,0
1,12,12,232,incongruent,7,0
1,12,12,232,incongruent,8,0
1,12,12,232,incongruent,9,0
1,12,12,232,incongruent,10,0
1,12,12,232,incongruent,11,0
1,12,12,232,incongruent,12,0
1,12,12,232,incongruent,13,1
1,12,16,236,incongruent,1,0
1,12,16,236,incongruent,2,0
1,12,16,236,incongruent,3,0
1,12,16,236,incongruent,4,0
1,12,16,236,incongruent,5,0
1,12,16,236,incongruent,6,0
1,12,16,236,incongruent,7,0
1,12,16,236,incongruent,8,0
1,12,16,236,incongruent,9,0
1,12,16,236,incongruent,10,0
1,12,16,236,incongruent,11,1
1,13,1,243,incongruent,1,0
1,13,1,243,incongruent,2,0
1,13,1,243,incongruent,3,0
1,13,1,243,incongruent,4,0
1,13,1,243,incongruent,5,0
1,13,1,243,incongruent,6,0
1,13,1,243,incongruent,7,0
1,13,1,243,incongruent,8,0
1,13,1,243,incongruent,9,0
1,13,1,243,incongruent,10,0
1,13,1,243,incongruent,11,0
1,13,1,243,incongruent,12,0
1,13,1,243,incongruent,13,1
1,13,4,246,congruent,1,0
1,13,4,246,congruent,2,0
1,13,4,246,congruent,3,0
1,13,4,246,congruent,4,0
1,13,4,246,congruent,5,0
1,13,4,246,congruent,6,0
1,13,4,246,congruent,7,0
1,13,4,246,congruent,8,0
1,13,4,246,congruent,9,0
1,13,4,246,congruent,10,1
1,13,15,257,incongruent,1,0
1,13,15,257,incongruent,2,0
1,13,15,257,incongruent,3,0
1,13,15,257,incongruent,4,0
1,13,15,257,incongruent,5,0
1,13,15,257,incongruent,6,0
1,13,15,257,incongruent,7,0
1,13,15,257,incongruent,8,0
1,13,15,257,incongruent,9,0
1,13,15,257,incongruent,10,0
1,13,15,257,incongruent,11,1
1,13,21,263,congruent,1,0
1,13,21,263,congruent,2,0
1,13,21,263,congruent,3,0
1,13,21,263,congruent,4,0
1,13,21,263,congruent,5,0
1,13,21,263,congruent,6,0
1,13,21,263,congruent,7,0
1,13,21,263,congruent,8,1
1,14,11,275,incongruent,1,0
1,14,11,275,incongruent,2,0
1,14,11,275,incongruent,3,0
1,14,11,275,incongruent,4,0
1,14,11,275,incongruent,5,0
1,14,11,275,incongruent,6,0
1,14,11,275,incongruent,7,0
1,14,11,275,incongruent,8,0
1,14,11,275,incongruent,9,1
1,14,12,276,congruent,1,0
1,14,12,276,congruent,2,0
1,14,12,276,congruent,3,0
1,14,12,276,congruent,4,0
1,14,12,276,congruent,5,0
1,14,12,276,congruent,6,0
1,14,12,276,congruent,7,0
1,14,12,276,congruent,8,1
1,14,16,280,congruent,1,0
1,14,16,280,congruent,2,0
1,14,16,280,congruent,3,0
1,14,16,280,congruent,4,0
1,14,16,280,congruent,5,0
1,14,16,280,congruent,6,0
1,14,16,280,congruent,7,1
1,14,22,286,incongruent,1,0
1,14,22,286,incongruent,2,0
1,14,22,286,incongruent,3,0
1,14,22,286,incongruent,4,0
1,14,22,286,incongruent,5,0
1,14,22,286,incongruent,6,1
1,15,1,287,blank,1,0
1,15,1,287,blank,2,0
1,15,1,287,blank,3,0
1,15,1,287,blank,4,0
1,15,1,287,blank,5,0
1,15,1,287,blank,6,0
1,15,1,287,blank,7,1
1,15,2,288,blank,1,0
1,15,2,288,blank,2,0
1,15,2,288,blank,3,0
1,15,2,288,blank,4,0
1,15,2,288,blank,5,0
1,15,2,288,blank,6,0
1,15,2,288,blank,7,0
1,15,2,288,blank,8,0
1,15,2,288,blank,9,0
1,15,2,288,blank,10,1
1,15,3,289,blank,1,0
1,15,3,289,blank,2,0
1,15,3,289,blank,3,0
1,15,3,289,blank,4,0
1,15,3,289,blank,5,0
1,15,3,289,blank,6,0
1,15,3,289,blank,7,0
1,15,3,289,blank,8,0
1,15,3,289,blank,9,1
1,15,4,290,blank,1,0
1,15,4,290,blank,2,0
1,15,4,290,blank,3,0
1,15,4,290,blank,4,0
1,15,4,290,blank,5,0
1,15,4,290,blank,6,0
1,15,4,290,blank,7,0
1,15,4,290,blank,8,1
1,15,5,291,blank,1,0
1,15,5,291,blank,2,0
1,15,5,291,blank,3,0
1,15,5,291,blank,4,0
1,15,5,291,blank,5,0
1,15,5,291,blank,6,0
1,15,5,291,blank,7,0
1,15,5,291,blank,8,0
1,15,5,291,blank,9,1
1,15,6,292,blank,1,0
1,15,6,292,blank,2,0
1,15,6,292,blank,3,0
1,15,6,292,blank,4,0
1,15,6,292,blank,5,0
1,15,6,292,blank,6,0
1,15,6,292,blank,7,0
1,15,6,292,blank,8,0
1,15,6,292,blank,9,1
1,15,7,293,blank,1,0
1,15,7,293,blank,2,0
1,15,7,293,blank,3,0
1,15,7,293,blank,4,0
1,15,7,293,blank,5,0
1,15,7,293,blank,6,0
1,15,7,293,blank,7,1
1,15,8,294,blank,1,0
1,15,8,294,blank,2,0
1,15,8,294,blank,3,0
1,15,8,294,blank,4,0
1,15,8,294,blank,5,0
1,15,8,294,blank,6,0
1,15,8,294,blank,7,0
1,15,8,294,blank,8,1
1,15,9,295,blank,1,0
1,15,9,295,blank,2,0
1,15,9,295,blank,3,0
1,15,9,295,blank,4,0
1,15,9,295,blank,5,0
1,15,9,295,blank,6,0
1,15,9,295,blank,7,0
1,15,9,295,blank,8,0
1,15,9,295,blank,9,1
1,15,10,296,blank,1,0
1,15,10,296,blank,2,0
1,15,10,296,blank,3,0
1,15,10,296,blank,4,0
1,15,10,296,blank,5,0
1,15,10,296,blank,6,0
1,15,10,296,blank,7,0
1,15,10,296,blank,8,1
1,15,11,297,blank,1,0
1,15,11,297,blank,2,0
1,15,11,297,blank,3,0
1,15,11,297,blank,4,0
1,15,11,297,blank,5,0
1,15,11,297,blank,6,0
1,15,11,297,blank,7,0
1,15,11,297,blank,8,0
1,15,11,297,blank,9,1
1,15,12,298,blank,1,0
1,15,12,298,blank,2,0
1,15,12,298,blank,3,0
1,15,12,298,blank,4,0
1,15,12,298,blank,5,0
1,15,12,298,blank,6,0
1,15,12,298,blank,7,1
1,15,13,299,blank,1,0
1,15,13,299,blank,2,0
1,15,13,299,blank,3,0
1,15,13,299,blank,4,0
1,15,13,299,blank,5,0
1,15,13,299,blank,6,0
1,15,13,299,blank,7,0
1,15,13,299,blank,8,0
1,15,13,299,blank,9,0
1,15,13,299,blank,10,0
1,15,13,299,blank,11,1
1,15,14,300,blank,1,0
1,15,14,300,blank,2,0
1,15,14,300,blank,3,0
1,15,14,300,blank,4,0
1,15,14,300,blank,5,0
1,15,14,300,blank,6,0
1,15,14,300,blank,7,0
1,15,14,300,blank,8,0
1,15,14,300,blank,9,0
1,15,14,300,blank,10,0
1,15,14,300,blank,11,0
1,15,14,300,blank,12,1
1,15,15,301,blank,1,0
1,15,15,301,blank,2,0
1,15,15,301,blank,3,0
1,15,15,301,blank,4,0
1,15,15,301,blank,5,0
1,15,15,301,blank,6,0
1,15,15,301,blank,7,0
1,15,15,301,blank,8,0
1,15,15,301,blank,9,0
1,15,15,301,blank,10,0
1,15,15,301,blank,11,1
1,15,16,302,blank,1,0
1,15,16,302,blank,2,0
1,15,16,302,blank,3,0
1,15,16,302,blank,4,0
1,15,16,302,blank,5,0
1,15,16,302,blank,6,0
1,15,16,302,blank,7,0
1,15,16,302,blank,8,0
1,15,16,302,blank,9,1
1,15,17,303,blank,1,0
1,15,17,303,blank,2,0
1,15,17,303,blank,3,0
1,15,17,303,blank,4,0
1,15,17,303,blank,5,0
1,15,17,303,blank,6,0
1,15,17,303,blank,7,0
1,15,17,303,blank,8,0
1,15,17,303,blank,9,0
1,15,17,303,blank,10,1
1,15,18,304,blank,1,0
1,15,18,304,blank,2,0
1,15,18,304,blank,3,0
1,15,18,304,blank,4,0
1,15,18,304,blank,5,0
1,15,18,304,blank,6,0
1,15,18,304,blank,7,0
